 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
142,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,21-336,1999,4.5,1,0,0,5,2,0,2,7,10,0,0,0,29,7,8,46.7,Matches
143,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,24-346,1996,7.4,1,0,0,12,21,6,25,12,18,0,0,0,61,8,13,38.1,Matches
144,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31-314,1989,22.3,2,0,0,13,17,14,44,5,5,0,0,1,77,26,57,31.3,Matches
145,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,24-100,1997,33.0,0,0,0,0,6,0,0,0,0,0,0,0,173,0,0,,Matches
146,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,26-241,1994,30.7,2,1,0,12,24,2,100,35,24,0,0,0,267,40,32,55.6,Matches
147,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Nantes,fr Ligue 1,23-316,1997,0.4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,Matches
148,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,27-007,1994,19.7,4,0,0,15,24,2,73,13,15,0,1,1,165,39,24,61.9,Matches
149,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,28-125,1992,15.8,0,0,0,21,13,1,20,22,33,0,1,0,133,36,36,50.0,Matches
150,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,eng Premier League,31-297,1989,1.5,0,0,0,0,2,1,1,2,3,0,0,0,6,7,13,35.0,Matches
151,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Osasuna,es La Liga,27-081,1994,0.6,0,0,0,3,4,0,2,0,0,0,0,0,3,1,2,33.3,Matches
152,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23-259,1997,14.3,0,0,0,20,20,14,3,4,6,1,0,0,59,29,84,25.7,Matches
153,Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,de Bundesliga,19-078,2002,3.8,0,0,0,3,4,0,10,7,6,0,0,0,24,11,9,55.0,Matches
154,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,29-229,1991,21.1,2,0,0,40,58,5,17,24,31,0,0,0,119,23,101,18.5,Matches
155,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,it Serie A,26-169,1994,8.5,3,0,0,8,2,0,3,8,9,0,0,0,52,14,16,46.7,Matches
156,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,eng Premier League,29-246,1991,32.8,6,0,0,25,47,1,67,48,55,0,1,0,367,61,54,53.0,Matches
157,Ramon Azeez\Ramon-Azeez,ng NGA,MFDF,Granada,es La Liga,28-137,1992,1.1,0,0,0,1,1,0,1,0,3,0,0,0,12,4,1,80.0,Matches
158,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31-243,1989,20.5,4,0,0,29,11,4,18,28,21,0,0,0,214,49,43,53.3,Matches
159,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,34-339,1986,3.2,0,0,0,4,7,0,2,2,3,0,0,0,40,8,7,53.3,Matches
160,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,34-232,1986,6.8,1,0,0,8,5,6,5,2,6,0,0,0,20,12,19,38.7,Matches
161,Loïc Bade\Loic-Bade,fr FRA,DF,Lens,fr Ligue 1,21-017,2000,26.0,10,1,1,39,14,1,3,47,34,0,0,0,307,122,59,67.4,Matches
162,Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,it Serie A,32-062,1989,24.4,7,0,0,35,29,0,10,76,38,0,0,0,314,15,14,51.7,Matches
163,Édgar Badía\Edgar-Badia,es ESP,GK,Elche,es La Liga,29-075,1992,30.0,0,0,0,0,4,0,0,0,0,0,0,0,147,0,0,,Matches
164,Alex Baena\Alex-Baena,es ESP,MF,Villarreal,es La Liga,19-282,2001,1.4,0,0,0,1,4,0,3,2,0,0,0,0,5,0,2,0.0,Matches
165,Miguel Baeza\Miguel-Baeza,es ESP,MFFW,Celta Vigo,es La Liga,21-032,2000,5.8,0,0,0,4,8,4,6,6,5,0,0,0,33,10,9,52.6,Matches
166,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,28-335,1992,15.8,4,0,0,30,28,17,16,7,10,0,0,0,64,19,52,26.8,Matches
167,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,23-262,1997,23.3,6,0,0,24,43,15,88,18,12,0,0,0,187,21,37,36.2,Matches
168,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27-016,1994,7.1,2,0,0,8,4,0,0,17,5,0,0,0,78,17,11,60.7,Matches
169,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19-126,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
170,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,it Serie A,26-254,1994,18.9,5,1,1,32,44,1,0,22,48,1,0,0,171,32,28,53.3,Matches
171,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20-312,2000,17.8,1,0,0,15,8,3,46,16,26,0,0,0,171,22,18,55.0,Matches
172,Ridle Baku\Ridle-Baku,de GER,FWDF,Wolfsburg,de Bundesliga,23-020,1998,26.8,0,0,0,27,35,10,82,43,26,0,0,0,224,16,47,25.4,Matches
173,Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,de Bundesliga,23-020,1998,2.0,0,0,0,1,5,0,3,4,2,0,0,0,20,1,1,50.0,Matches
174,Dilane Bakwa\Dilane-Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,18-245,2002,0.6,0,0,0,1,6,0,0,1,2,0,0,0,5,2,1,66.7,Matches
175,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,29-248,1991,13.3,1,1,0,12,3,0,0,14,14,0,0,0,114,26,17,60.5,Matches
176,Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,it Serie A,26-051,1995,11.2,4,1,0,29,31,3,10,3,6,1,1,0,32,18,39,31.6,Matches
177,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,28-050,1993,27.0,5,0,0,42,20,6,46,27,22,0,0,0,186,21,34,38.2,Matches
178,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,eng Premier League,31-286,1989,7.2,1,0,0,8,8,3,18,5,8,0,0,0,52,16,8,66.7,Matches
179,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,33-058,1988,12.8,0,0,0,12,13,1,17,8,13,0,0,0,102,11,12,47.8,Matches
180,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Marseille,fr Ligue 1,22-092,1999,15.1,5,1,0,28,19,2,0,29,17,0,0,0,124,30,28,51.7,Matches
181,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,24-115,1997,7.0,2,0,0,10,11,1,26,3,18,1,0,0,53,11,12,47.8,Matches
182,Botond Balogh\Botond-Balogh,hu HUN,DF,Parma,it Serie A,18-326,2002,1.6,1,0,0,1,0,0,0,0,3,0,0,0,7,1,3,25.0,Matches
183,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,31-003,1990,15.0,2,0,0,14,7,0,37,18,17,0,1,0,120,10,11,47.6,Matches
184,Jonathan Bamba\Jonathan-Bamba,fr FRA,MF,Lille,fr Ligue 1,25-033,1996,30.2,2,0,0,26,58,3,60,27,31,0,0,0,251,14,33,29.8,Matches
185,Robson Bambu\Robson-Bambu,br BRA,DF,Nice,fr Ligue 1,23-167,1997,11.6,3,1,0,20,10,1,0,12,13,0,0,0,114,16,23,41.0,Matches
186,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,eng Premier League,27-235,1993,30.2,3,0,0,32,23,16,5,13,15,3,0,0,82,48,75,39.0,Matches
187,Mattia Bani\Mattia-Bani,it ITA,DF,Genoa,it Serie A,27-139,1993,10.2,4,0,0,13,8,1,0,18,8,0,0,0,115,40,25,61.5,Matches
188,Mattia Bani\Mattia-Bani,it ITA,DF,Parma,it Serie A,27-139,1993,10.7,5,0,0,15,8,0,2,14,9,0,0,0,58,37,20,64.9,Matches
189,Simon Banza\Simon-Banza,fr FRA,FW,Lens,fr Ligue 1,24-258,1996,14.3,6,1,1,28,32,9,10,5,9,1,0,0,53,50,58,46.3,Matches
190,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Hellas Verona,it Serie A,26-146,1994,27.2,4,1,0,53,16,4,17,14,26,0,1,0,234,59,88,40.1,Matches
191,Federico Barba\Federico-Barba,it ITA,DF,Benevento,it Serie A,27-239,1993,25.2,7,0,0,22,7,1,20,53,17,0,0,1,204,28,33,45.9,Matches
192,Danilo Barbosa\Danilo-Barbosa,br BRA,DF,Nice,fr Ligue 1,25-059,1996,2.8,2,0,0,3,5,0,0,1,3,0,0,0,34,5,2,71.4,Matches
193,Barcia\Barcia,es ESP,DF,Granada,es La Liga,20-118,2000,1.0,1,0,0,2,1,0,1,1,0,1,0,0,14,4,0,100.0,Matches
194,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,20-173,2000,4.8,0,1,0,8,6,0,14,6,11,1,0,0,69,14,12,53.8,Matches
195,Enis Bardhi\Enis-Bardhi,mk MKD,MFFW,Levante,es La Liga,25-300,1995,16.2,4,0,0,22,21,4,31,25,19,0,0,0,128,5,24,17.2,Matches
196,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,35-304,1985,3.0,2,0,0,8,4,0,7,3,4,0,0,0,39,5,5,50.0,Matches
197,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,24-080,1997,28.8,5,0,0,40,50,2,42,30,38,0,1,0,284,31,24,56.4,Matches
198,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,32-056,1989,0.3,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,50.0,Matches
199,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,24-027,1997,13.1,2,0,0,15,22,1,46,18,7,1,0,0,99,20,18,52.6,Matches
200,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,eng Premier League,27-144,1993,14.5,0,0,0,10,14,5,16,4,0,1,0,0,119,20,22,47.6,Matches
201,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,27-144,1993,0.5,0,0,0,2,2,1,0,0,0,0,0,0,8,3,1,75.0,Matches
202,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,22-342,1998,10.3,5,0,0,23,6,1,16,13,18,0,1,0,88,16,25,39.0,Matches
203,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,31-180,1989,14.4,4,0,0,42,48,17,6,4,6,1,0,0,68,52,90,36.6,Matches
204,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,23-140,1997,21.6,0,0,0,16,33,1,18,16,14,0,0,0,134,22,32,40.7,Matches
205,Marc Baró Ortiz\Marc-Baro-Ortiz,es ESP,DF,Cádiz,es La Liga,21-248,1999,1.0,0,0,0,1,3,0,2,3,1,0,0,0,5,0,0,,Matches
206,Antonio Barragán\Antonio-Barragan,es ESP,DF,Elche,es La Liga,33-320,1987,21.3,6,0,0,32,24,2,32,28,13,1,1,0,136,24,19,55.8,Matches
207,Antonio Barreca\Antonio-Barreca,it ITA,DF,Fiorentina,it Serie A,26-041,1995,0.9,0,0,0,1,0,1,4,0,0,0,1,0,7,1,6,14.3,Matches
208,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,21-115,2000,22.3,3,0,0,57,40,0,6,35,31,0,2,0,273,55,51,51.9,Matches
209,Ander Barrenetxea\Ander-Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,19-122,2001,12.6,7,0,0,38,17,3,25,8,18,0,0,0,87,5,24,17.2,Matches
210,Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,de Bundesliga,26-162,1994,11.7,1,0,0,11,12,0,15,21,12,0,0,0,105,13,23,36.1,Matches
211,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Bologna,it Serie A,22-165,1998,28.5,0,0,0,15,30,12,62,11,7,0,0,0,128,25,72,25.8,Matches
212,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,eng Premier League,29-341,1991,23.7,4,0,0,25,6,4,4,20,15,0,1,0,231,94,41,69.6,Matches
213,Paolo Bartolomei\Paolo-Bartolomei,it ITA,MF,Spezia,it Serie A,31-250,1989,3.6,1,0,0,4,1,0,9,0,2,0,1,0,18,1,2,33.3,Matches
214,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,30-103,1991,14.8,3,0,0,26,12,1,4,21,9,0,3,0,154,39,24,61.9,Matches
215,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,29-047,1992,2.2,1,0,0,4,6,0,2,2,6,0,0,0,27,7,7,50.0,Matches
216,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32-282,1988,23.6,3,0,0,21,21,5,22,35,42,1,1,0,252,65,49,57.0,Matches
217,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,24-154,1996,26.0,6,0,0,38,27,2,28,21,21,0,0,0,170,22,30,42.3,Matches
218,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,22-015,1999,28.6,5,0,0,36,24,0,14,32,26,0,0,0,234,56,32,63.6,Matches
219,Simone Bastoni\Simone-Bastoni,it ITA,DF,Spezia,it Serie A,24-174,1996,15.2,7,0,0,31,25,2,41,19,28,0,1,0,148,21,28,42.9,Matches
220,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,30-032,1991,0.7,0,0,0,1,4,0,0,0,2,0,0,0,8,1,0,100.0,Matches
221,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,27-208,1993,7.9,0,0,0,10,5,11,7,2,3,1,0,0,33,8,23,25.8,Matches
222,Rodrigo Battaglia\Rodrigo-Battaglia,ar ARG,MF,Alavés,es La Liga,29-290,1991,24.5,8,1,0,30,25,1,5,14,27,0,0,0,223,37,21,63.8,Matches
223,Cristian Battocchio\Cristian-Battocchio,it ITA,MFFW,Brest,fr Ligue 1,29-077,1992,3.9,0,0,0,1,2,0,7,3,3,0,0,0,36,1,3,25.0,Matches
224,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,30-330,1990,30.0,1,0,0,0,8,0,0,0,0,0,0,0,209,0,1,0.0,Matches
225,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,33-116,1988,11.9,1,0,0,11,14,0,2,17,28,0,0,0,130,25,13,65.8,Matches
226,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,21-270,1999,25.3,6,0,0,67,52,1,17,19,36,2,0,0,198,54,90,37.5,Matches
227,Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,es La Liga,25-299,1995,3.1,2,0,0,8,4,2,2,0,4,0,0,0,11,11,22,33.3,Matches
228,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32-345,1988,27.7,5,1,1,21,15,0,2,36,21,0,0,0,239,70,44,61.4,Matches
229,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Augsburg,de Bundesliga,24-250,1996,0.4,1,0,0,2,1,1,0,2,1,0,0,0,6,3,2,60.0,Matches
230,Ihlas Bebou\Ihlas-Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,27-005,1994,21.5,3,0,0,22,30,3,36,7,18,1,0,0,106,54,81,40.0,Matches
231,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,25-099,1996,26.9,5,0,0,43,40,0,8,38,30,0,1,0,213,59,32,64.8,Matches
232,Sheraldo Becker\Sheraldo-Becker,nl NED,FWMF,Union Berlin,de Bundesliga,26-078,1995,11.9,2,0,0,18,14,6,47,5,7,0,0,0,102,8,25,24.2,Matches
233,Timo Becker\Timo-Becker,de GER,DF,Schalke 04,de Bundesliga,24-034,1997,14.2,1,0,0,7,9,0,16,20,15,0,0,0,115,20,21,48.8,Matches
234,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,25-016,1996,30.9,3,1,0,23,13,0,0,70,25,0,0,1,390,106,46,69.7,Matches
235,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,eng Premier League,24-010,1997,3.8,1,0,0,4,3,0,4,5,7,0,0,0,25,1,4,20.0,Matches
236,Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,it Serie A,36-009,1985,8.0,1,0,0,19,16,0,2,5,8,1,0,0,63,11,17,39.3,Matches
237,Brian Behrendt\Brian-Behrendt,de GER,DF,Arminia,de Bundesliga,29-186,1991,0.9,0,0,0,1,0,0,1,0,1,0,0,0,10,2,3,40.0,Matches
238,Maximilian Beier\Maximilian-Beier,de GER,FWDF,Hoffenheim,de Bundesliga,18-193,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
239,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,29-106,1992,6.6,0,0,0,12,9,5,4,0,2,0,0,0,29,8,9,47.1,Matches
240,Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,fr Ligue 1,27-090,1994,26.9,6,1,0,37,31,0,11,33,46,0,1,0,250,25,37,40.3,Matches
241,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,29-247,1991,12.7,4,0,0,23,7,1,2,32,16,0,0,0,163,75,27,73.5,Matches
242,Karim Bellarabi\Karim-Bellarabi,de GER,MFFW,Leverkusen,de Bundesliga,31-020,1990,7.1,2,0,0,22,5,9,41,11,9,0,0,0,60,2,5,28.6,Matches
243,Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,22-305,1998,20.0,3,0,0,28,41,0,31,18,38,3,0,0,165,20,40,33.3,Matches
244,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,26-040,1995,22.0,8,0,0,21,7,1,50,12,18,1,0,0,200,31,33,48.4,Matches
245,Jude Bellingham\Jude-Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17-303,2003,17.4,6,1,1,40,49,1,21,18,36,0,1,0,157,26,25,51.0,Matches
246,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,27-129,1993,28.1,4,0,0,52,119,16,21,5,26,3,1,0,125,63,100,38.7,Matches
247,Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,22-084,1999,11.0,3,0,0,14,6,0,4,9,12,0,0,0,108,7,13,35.0,Matches
248,Sami Ben Amar\Sami-Ben-Amar,ma MAR,MF,Nîmes,fr Ligue 1,23-057,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
249,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,34-052,1987,18.6,2,0,0,21,33,5,36,3,10,1,0,0,76,4,7,36.4,Matches
250,Salim Ben Seghir\Salim-Ben-Seghir,fr FRA,DF,Nice,fr Ligue 1,18-063,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
251,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,fr Ligue 1,30-259,1990,25.2,3,0,0,11,32,15,21,8,13,2,0,0,124,33,69,32.4,Matches
252,Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,it Serie A,29-080,1992,9.3,2,0,0,9,14,0,12,5,18,0,0,0,95,8,4,66.7,Matches
253,Samy Benchama\Samy-Benchama,fr FRA,MF,Montpellier,fr Ligue 1,20-307,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
254,Lars Bender\Lars-Bender,de GER,DF,Leverkusen,de Bundesliga,32-001,1989,10.4,2,0,0,11,14,1,9,8,13,0,0,0,118,15,15,50.0,Matches
255,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,32-001,1989,11.8,1,0,0,10,6,1,4,13,11,0,0,0,144,35,27,56.5,Matches
256,Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30-346,1990,16.5,3,2,1,17,19,13,15,3,1,0,0,0,60,23,58,28.4,Matches
257,László Bénes\Laszlo-Benes,sk SVK,MFFW,Augsburg,de Bundesliga,23-231,1997,5.9,3,0,0,9,17,0,7,7,4,0,0,0,46,9,12,42.9,Matches
258,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,de Bundesliga,23-231,1997,1.7,0,0,0,0,5,0,2,4,2,0,0,0,15,0,4,0.0,Matches
259,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,28-040,1993,34.0,3,0,0,0,3,0,0,0,0,0,0,0,129,0,0,,Matches
260,Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29-111,1992,26.5,5,1,0,36,16,2,33,38,33,0,0,0,212,40,27,59.7,Matches
261,Sergio Benito\Sergio-Benito,es ESP,FW,Valladolid,es La Liga,22-036,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
262,Bilal Benkhedim\Bilal-Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,20-008,2001,0.8,0,0,0,1,1,0,4,0,0,0,0,0,10,0,2,0.0,Matches
263,Djamel Benlamri\Djamel-Benlamri,dz ALG,DF,Lyon,fr Ligue 1,31-124,1989,1.7,0,0,0,2,7,0,0,6,4,0,0,0,14,2,1,66.7,Matches
264,Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,it Serie A,23-148,1997,11.5,2,0,0,16,24,0,6,20,19,1,1,0,143,14,16,46.7,Matches
265,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,eng Premier League,25-261,1995,12.5,0,0,0,12,12,2,25,10,16,0,1,0,103,3,14,17.6,Matches
266,Yassine Benrahou\Yassine-Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,22-094,1999,13.1,2,0,0,8,24,0,30,5,8,0,0,0,103,4,24,14.3,Matches
267,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26-012,1995,17.4,6,0,0,32,21,2,13,51,20,0,2,0,153,45,24,65.2,Matches
268,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,eng Premier League,21-144,1999,2.9,0,0,0,4,1,0,4,1,5,0,1,0,24,1,4,20.0,Matches
269,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,26-155,1994,6.1,2,0,0,11,4,0,1,3,6,0,0,0,53,6,6,50.0,Matches
270,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,23-327,1997,23.2,6,0,0,39,26,1,7,36,39,0,0,0,269,28,25,52.8,Matches
271,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,30-146,1990,15.7,2,1,1,29,17,12,5,4,7,0,0,0,57,163,116,58.4,Matches
272,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,33-130,1987,27.3,2,0,0,17,23,23,21,11,5,0,0,0,94,23,27,46.0,Matches
273,Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Dijon,fr Ligue 1,26-232,1994,4.5,1,0,0,8,9,0,7,8,5,0,0,0,32,3,7,30.0,Matches
274,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,26-270,1994,22.6,4,0,0,37,55,3,53,28,19,1,0,0,147,10,24,29.4,Matches
275,Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Athletic Club,es La Liga,31-077,1990,18.7,3,0,0,18,30,1,64,16,23,1,0,0,176,23,14,62.2,Matches
276,Álex Berenguer\Alex-Berenguer,es ESP,MF,Torino,it Serie A,25-298,1995,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,1,2,33.3,Matches
277,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Athletic Club,es La Liga,25-298,1995,20.8,3,0,0,40,32,16,54,18,23,1,0,0,116,18,25,41.9,Matches
278,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,28-290,1992,25.0,2,0,0,22,25,0,26,32,41,0,0,0,243,30,29,50.8,Matches
279,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,eng Premier League,30-183,1990,12.8,1,0,0,10,12,2,18,13,11,0,0,0,89,16,26,38.1,Matches
280,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,eng Premier League,23-073,1998,11.3,4,0,0,12,4,2,18,3,16,0,0,0,92,14,14,50.0,Matches
281,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,23-202,1997,11.7,2,0,0,19,16,0,9,10,8,1,0,0,72,2,13,13.3,Matches
282,Valon Berisha\Valon-Berisha,xk KVX,MF,Reims,fr Ligue 1,28-080,1993,18.3,2,0,0,16,16,1,20,17,27,0,0,0,145,14,13,51.9,Matches
283,Bernard\Bernard,br BRA,FWMF,Everton,eng Premier League,28-232,1992,4.4,2,0,0,6,6,0,6,6,4,0,0,0,54,0,0,,Matches
284,Federico Bernardeschi\Federico-Bernardeschi,it ITA,DFMF,Juventus,it Serie A,27-071,1994,9.9,3,0,0,12,14,2,39,11,5,0,0,0,71,8,8,50.0,Matches
285,Bernardo\Bernardo,br BRA,DFMF,Brighton,eng Premier League,25-349,1995,2.3,0,0,0,1,1,0,4,0,5,0,0,0,12,5,6,45.5,Matches
286,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24-010,1997,34.0,1,0,0,1,11,0,0,0,1,0,1,0,150,0,0,,Matches
287,Juan Bernat\Juan-Bernat,es ESP,DF,Paris S-G,fr Ligue 1,28-058,1993,2.2,2,0,0,6,1,0,1,1,2,0,0,0,11,0,5,0.0,Matches
288,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,22-326,1998,5.3,0,0,0,0,2,0,0,0,0,0,0,0,26,0,0,,Matches
289,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,31-266,1989,28.9,5,0,0,29,35,3,57,31,44,0,1,0,210,34,54,38.6,Matches
290,Daniel Bessa\Daniel-Bessa,it ITA,MFFW,Hellas Verona,it Serie A,28-104,1993,4.5,1,0,0,8,3,2,10,3,3,0,0,0,24,2,12,14.3,Matches
