 
,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2098,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,33-071,1988,4.8,2,0,0,13,6,1,0,3,5,0,0,0,52,22,7,75.9,Matches
2099,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,23-179,1997,29.8,4,0,0,23,37,25,36,10,7,2,0,0,133,17,20,45.9,Matches
2100,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24-304,1996,15.2,0,0,0,14,20,4,33,8,10,0,0,0,83,10,32,23.8,Matches
2101,Giacomo Raspadori\Giacomo-Raspadori,it ITA,FWMF,Sassuolo,it Serie A,21-069,2000,10.8,1,0,0,7,15,3,9,1,2,2,0,0,29,1,4,20.0,Matches
2102,Federico Ravaglia\Federico-Ravaglia,it ITA,GK,Bologna,it Serie A,21-168,1999,2.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
2103,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,33-205,1987,5.0,0,0,0,2,0,0,0,3,2,0,0,0,50,7,8,46.7,Matches
2104,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,27-219,1993,17.4,4,1,0,31,13,11,46,11,18,3,0,0,79,20,39,33.9,Matches
2105,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,Crotone,it Serie A,25-315,1995,24.8,7,0,0,33,25,4,83,51,20,4,0,0,198,30,36,45.5,Matches
2106,Recio\Recio,es ESP,MF,Eibar,es La Liga,30-107,1991,6.4,5,0,0,15,18,0,19,4,9,0,0,0,55,7,12,36.8,Matches
2107,Daishawn Redan\Daishawn-Redan,nl NED,MFFW,Hertha BSC,de Bundesliga,20-085,2001,0.8,0,0,0,2,0,0,3,0,0,0,0,0,3,0,4,0.0,Matches
2108,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,27-053,1994,14.1,0,0,0,20,12,3,24,12,13,0,0,0,91,8,28,22.2,Matches
2109,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,eng Premier League,26-091,1995,23.6,5,0,0,37,24,1,13,49,40,0,0,0,320,27,27,50.0,Matches
2110,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,30-231,1990,0.9,0,0,0,1,1,0,1,0,0,0,0,1,3,1,0,100.0,Matches
2111,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,eng Premier League,24-133,1996,19.9,4,0,0,21,18,1,52,29,25,1,1,0,186,27,26,50.9,Matches
2112,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Fulham,eng Premier League,28-085,1993,21.6,7,0,0,31,18,1,25,12,18,1,0,0,130,22,33,40.0,Matches
2113,Pepe Reina\Pepe-Reina,es ESP,GK,Lazio,it Serie A,38-240,1982,26.0,1,0,0,0,1,0,0,0,0,0,0,0,100,0,0,,Matches
2114,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Nice,fr Ligue 1,23-101,1998,11.8,1,0,0,6,21,3,10,8,5,1,0,0,77,5,10,33.3,Matches
2115,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FW,Lyon,fr Ligue 1,23-101,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
2116,Reinier\Reinier,br BRA,MFFW,Dortmund,de Bundesliga,19-099,2002,1.9,0,0,0,2,1,1,1,2,6,0,0,0,13,3,4,42.9,Matches
2117,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,es La Liga,24-033,1997,1.0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0.0,Matches
2118,Rocco Reitz\Rocco-Reitz,de GER,MF,M'Gladbach,de Bundesliga,18-334,2002,0.7,1,0,0,2,1,0,0,1,1,0,0,0,15,0,0,,Matches
2119,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,es La Liga,26-147,1994,6.3,2,0,0,17,4,1,8,5,7,0,0,0,29,13,4,76.5,Matches
2120,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,26-035,1995,33.0,0,0,0,0,7,0,0,1,0,0,0,0,146,0,0,,Matches
2121,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,22-262,1998,3.0,2,0,0,6,1,0,0,7,3,0,0,0,40,15,7,68.2,Matches
2122,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,31-332,1989,22.7,1,0,0,27,29,9,50,10,28,3,0,0,137,13,29,31.0,Matches
2123,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,de Bundesliga,23-178,1997,19.6,4,0,0,21,47,1,27,20,30,0,0,0,154,10,40,20.0,Matches
2124,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,es La Liga,23-062,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
2125,Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,de Bundesliga,18-166,2002,20.1,1,0,0,24,46,4,29,10,23,1,0,0,127,21,43,32.8,Matches
2126,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,fr Ligue 1,30-182,1990,34.0,3,0,0,1,7,0,0,0,0,0,1,0,185,1,0,100.0,Matches
2127,Bryan Reynolds\Bryan-Reynolds,us USA,DF,Roma,it Serie A,19-304,2001,2.0,0,0,0,3,2,0,4,4,1,0,0,0,8,2,3,40.0,Matches
2128,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,38-021,1983,20.3,5,1,0,30,62,7,23,8,20,1,0,0,124,5,24,17.2,Matches
2129,Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,21-065,2000,0.3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0,Matches
2130,Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,26-336,1994,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
2131,Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,24-238,1996,0.7,0,0,0,0,0,0,1,1,1,0,0,0,4,1,2,33.3,Matches
2132,Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,it Serie A,26-336,1994,21.7,4,0,0,23,26,0,7,25,30,0,0,0,250,18,12,60.0,Matches
2133,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,22-104,1999,29.0,2,0,0,21,12,1,28,62,49,0,1,0,282,43,27,61.4,Matches
2134,Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,de Bundesliga,21-031,2000,10.5,1,0,0,6,5,0,0,13,13,0,0,0,113,25,23,52.1,Matches
2135,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,21-031,2000,1.0,0,0,0,0,0,0,4,0,1,0,0,0,4,2,3,40.0,Matches
2136,Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,eng Premier League,18-080,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2137,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23-353,1997,26.0,3,1,0,28,63,23,22,18,27,0,0,0,155,37,69,34.9,Matches
2138,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,23-155,1997,13.4,3,1,1,16,32,6,30,7,7,0,0,0,103,14,32,30.4,Matches
2139,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,es La Liga,36-175,1984,20.6,1,0,0,16,18,2,23,17,12,0,0,0,170,14,20,41.2,Matches
2140,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,27-239,1993,9.0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,,Matches
2141,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24-231,1996,17.3,3,0,0,19,3,0,5,18,18,0,0,0,136,10,14,41.7,Matches
2142,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,es La Liga,28-083,1993,12.6,5,0,0,21,8,7,26,5,10,0,0,0,55,6,12,33.3,Matches
2143,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,33-105,1988,27.0,9,1,1,64,41,0,7,27,39,0,0,0,258,39,35,52.7,Matches
2144,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,es La Liga,27-194,1993,19.9,3,0,0,17,24,5,52,25,11,1,0,0,126,15,33,31.3,Matches
2145,Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,28-045,1993,29.9,3,0,0,27,55,4,37,35,30,0,0,0,239,69,72,48.9,Matches
2146,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,it Serie A,32-211,1988,6.7,4,0,0,7,4,1,21,4,5,0,0,0,51,6,6,50.0,Matches
2147,Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,25-179,1995,22.0,3,0,0,25,16,0,61,23,24,0,1,0,175,25,14,64.1,Matches
2148,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,31-230,1989,10.1,1,0,0,6,14,1,41,14,6,0,0,1,79,11,19,36.7,Matches
2149,Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18-333,2002,2.4,0,0,0,2,1,0,6,4,5,0,0,0,20,0,3,0.0,Matches
2150,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,it Serie A,31-056,1990,6.9,1,0,0,9,17,2,1,3,3,0,0,0,21,11,28,28.2,Matches
2151,Rober\Rober,es ESP,DFMF,Levante,es La Liga,26-071,1995,10.9,3,1,0,15,3,1,0,24,12,0,0,0,95,18,22,45.0,Matches
2152,Roberto\Roberto,es ESP,GK,Valladolid,es La Liga,35-077,1986,11.0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,,Matches
2153,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,29-080,1992,8.7,1,0,0,6,10,1,6,5,7,0,0,0,77,7,9,43.8,Matches
2154,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,eng Premier League,22-106,1999,12.7,3,0,0,20,27,8,8,6,8,0,0,0,80,16,22,42.1,Matches
2155,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,27-048,1994,32.6,2,0,0,20,10,6,132,30,23,0,1,0,339,34,24,58.6,Matches
2156,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,eng Premier League,23-263,1997,22.0,4,1,0,20,7,1,81,41,24,0,0,0,196,38,23,62.3,Matches
2157,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,eng Premier League,26-085,1995,15.8,0,0,0,3,18,7,35,14,7,2,0,0,91,12,49,19.7,Matches
2158,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,27-239,1993,6.7,2,0,0,6,5,0,10,6,8,1,1,0,71,17,12,58.6,Matches
2159,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,30-315,1990,18.0,2,0,0,1,1,0,0,0,0,0,1,0,89,0,0,,Matches
2160,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,31-342,1989,3.6,1,0,0,11,8,2,3,2,2,0,0,0,14,2,20,9.1,Matches
2161,Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,de Bundesliga,24-153,1996,1.6,1,0,0,3,2,0,2,1,4,0,0,0,18,1,2,33.3,Matches
2162,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,23-086,1998,0.2,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,,Matches
2163,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,30-036,1991,15.3,5,0,0,37,30,0,27,19,29,0,0,0,148,21,13,61.8,Matches
2164,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,eng Premier League,24-136,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2165,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30-199,1990,17.5,10,0,0,30,21,0,7,41,28,0,0,0,204,26,19,57.8,Matches
2166,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,eng Premier League,23-188,1997,8.1,0,0,0,2,8,1,0,13,9,0,0,0,73,24,11,68.6,Matches
2167,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,24-310,1996,26.1,4,0,0,38,28,3,10,31,54,0,0,0,368,78,21,78.8,Matches
2168,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30-053,1991,12.1,3,0,0,18,7,2,19,7,11,0,1,0,88,21,29,42.0,Matches
2169,Rodrigo\Rodrigo,es ESP,FWMF,Betis,es La Liga,20-347,2000,4.2,0,0,0,1,11,2,8,1,1,0,0,0,30,1,6,14.3,Matches
2170,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,es La Liga,27-054,1994,11.6,1,0,0,8,16,1,37,14,10,0,0,0,113,12,34,26.1,Matches
2171,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22-304,1998,4.1,1,0,0,9,8,0,16,4,10,0,0,0,37,5,8,38.5,Matches
2172,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,es La Liga,34-002,1987,13.8,4,0,0,24,20,11,13,1,2,1,0,0,62,23,68,25.3,Matches
2173,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,27-016,1994,26.8,10,0,0,52,45,0,4,43,64,0,1,0,295,40,35,53.3,Matches
2174,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,eng Premier League,29-290,1991,18.7,3,0,0,15,39,6,32,16,13,1,0,0,138,5,16,23.8,Matches
2175,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31-273,1989,12.9,3,0,0,30,18,12,4,4,14,0,0,0,56,43,76,36.1,Matches
2176,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,es La Liga,17-364,2003,0.3,2,0,0,2,1,0,1,0,2,0,0,0,1,0,1,0.0,Matches
2177,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,it Serie A,28-246,1992,13.1,1,0,0,12,6,0,8,24,14,0,0,0,84,16,13,55.2,Matches
2178,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31-279,1989,4.2,1,0,0,7,7,0,1,8,4,0,0,0,30,5,4,55.6,Matches
2179,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,20-109,2001,8.7,0,0,0,13,17,1,11,7,6,0,0,0,40,9,13,40.9,Matches
2180,Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25-283,1995,12.9,2,0,0,33,23,0,6,12,25,0,0,0,128,8,14,36.4,Matches
2181,Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,23-105,1998,18.4,4,0,0,25,19,1,45,24,12,0,0,0,137,16,13,55.2,Matches
2182,Luis Rojas\Luis-Rojas,cl CHI,MFFW,Crotone,it Serie A,19-053,2002,0.8,1,0,0,2,0,0,1,3,0,0,0,0,10,2,0,100.0,Matches
2183,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,26-106,1995,20.2,7,0,0,20,10,0,1,14,9,0,1,0,158,54,25,68.4,Matches
2184,Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,23-001,1998,23.3,10,0,0,58,30,0,0,70,42,1,0,0,300,91,43,67.9,Matches
2185,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,29-216,1991,19.2,6,0,0,30,22,0,4,25,35,0,0,0,276,35,27,56.5,Matches
2186,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,36-082,1985,27.4,3,0,0,15,42,31,48,5,2,1,0,0,117,28,16,63.6,Matches
2187,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,34-077,1987,13.7,3,1,1,15,6,0,15,12,15,0,1,0,171,35,22,61.4,Matches
2188,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,26-142,1994,19.0,6,0,0,38,21,1,5,30,68,0,0,0,222,23,27,46.0,Matches
2189,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,30-030,1991,28.6,6,0,0,58,21,0,12,60,54,0,0,0,365,72,43,62.6,Matches
2190,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28-112,1993,13.5,0,0,0,9,15,0,44,12,14,0,0,0,113,12,20,37.5,Matches
2191,Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,33-058,1988,7.2,2,0,0,11,16,3,5,2,6,0,0,0,30,9,31,22.5,Matches
2192,Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,19-145,2001,9.8,3,0,0,14,22,0,6,9,9,0,1,0,96,4,10,28.6,Matches
2193,Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,27-063,1994,8.2,1,0,0,6,6,0,0,5,5,1,0,0,67,14,9,60.9,Matches
2194,Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36-310,1984,2.1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,,Matches
2195,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,25-254,1995,4.2,1,0,0,8,2,1,3,1,5,0,0,0,32,0,10,0.0,Matches
2196,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,34-186,1986,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2197,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,28-056,1993,16.0,0,0,0,14,6,1,1,14,15,0,0,1,137,47,14,77.0,Matches
2198,Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,31-059,1990,18.3,4,0,0,30,14,0,41,7,30,0,0,0,179,15,22,40.5,Matches
2199,Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,31-059,1990,2.0,0,0,0,1,0,0,3,0,1,0,0,0,26,5,2,71.4,Matches
2200,Kevin Rüegg\Kevin-Ruegg,ch SUI,MFDF,Hellas Verona,it Serie A,22-266,1998,1.3,0,0,0,0,1,1,1,1,2,1,0,0,8,2,5,28.6,Matches
2201,Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26-273,1994,1.0,1,0,0,2,2,0,0,0,2,0,0,0,14,5,3,62.5,Matches
2202,Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26-273,1994,10.1,2,0,0,13,3,0,4,14,12,0,0,0,110,40,17,70.2,Matches
2203,Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18-291,2002,2.3,0,0,0,3,0,0,8,4,2,0,0,0,8,4,2,66.7,Matches
2204,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29-336,1991,18.0,4,0,0,16,37,3,56,27,19,0,0,0,159,11,13,45.8,Matches
2205,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,25-037,1996,15.3,2,0,0,28,15,3,21,19,22,0,0,0,91,13,17,43.3,Matches
2206,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,25-025,1996,23.7,1,0,0,9,17,1,16,23,32,0,1,0,195,10,8,55.6,Matches
2207,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,20-073,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0,Matches
2208,Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,18-245,2002,2.1,1,0,0,4,5,0,1,1,1,0,0,0,11,1,3,25.0,Matches
2209,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,32-093,1989,19.0,6,0,0,20,4,2,0,35,9,0,0,2,181,53,30,63.9,Matches
2210,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,es La Liga,28-343,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
2211,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19-008,2002,2.3,0,0,0,3,7,2,3,0,1,0,0,0,15,10,11,47.6,Matches
2212,Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,19-008,2002,0.5,0,0,0,5,2,2,0,1,2,0,0,0,4,2,2,50.0,Matches
2213,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,eng Premier League,29-020,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.0,Matches
2214,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,29-020,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,,Matches
2215,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23-162,1997,10.8,2,0,0,9,10,1,15,13,8,0,0,0,92,13,27,32.5,Matches
2216,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,de Bundesliga,28-267,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,,Matches
2217,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,27-032,1994,4.8,0,0,0,8,6,4,3,6,8,0,0,0,46,7,16,30.4,Matches
2218,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,24-139,1996,0.2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches
2219,Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,29-079,1992,1.4,0,0,0,1,0,0,2,0,0,0,0,0,6,6,5,54.5,Matches
2220,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,28-054,1993,28.3,4,0,0,31,37,2,36,43,32,0,1,0,230,23,21,52.3,Matches
2221,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,27-042,1994,19.5,6,0,0,17,29,7,18,34,25,0,0,0,248,20,18,52.6,Matches
2222,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21-305,1999,19.3,6,1,1,27,30,6,38,24,29,1,0,0,130,7,23,23.3,Matches
2223,Modibo Sagnan\Modibo-Sagnan,ml MLI,DFMF,Real Sociedad,es La Liga,22-014,1999,6.3,3,0,0,13,4,0,1,7,3,0,0,0,54,16,14,53.3,Matches
2224,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24-047,1997,12.9,0,0,0,11,37,4,15,8,9,0,1,0,79,3,7,30.0,Matches
2225,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,20-086,2001,4.7,1,0,0,14,6,4,11,5,5,0,0,0,32,2,11,15.4,Matches
2226,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,31-033,1990,23.7,2,0,0,22,9,1,15,29,17,0,1,0,200,78,49,61.4,Matches
2227,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,19-235,2001,25.7,1,0,0,23,60,13,76,22,17,1,0,1,162,13,42,23.6,Matches
2228,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,31-016,1990,25.2,6,1,0,42,18,2,30,36,57,0,0,0,201,46,37,55.4,Matches
2229,Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,20-123,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2230,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,31-074,1990,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5,Matches
2231,Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,29-144,1991,4.2,1,0,0,7,4,0,9,3,5,0,0,0,31,3,5,37.5,Matches
2232,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28-317,1992,29.3,0,0,0,17,22,13,39,6,13,2,0,0,165,20,49,29.0,Matches
2233,Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,19-209,2001,6.5,3,0,0,12,15,2,7,3,2,1,0,0,38,24,55,30.4,Matches
2234,William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,20-035,2001,16.0,1,0,0,14,9,0,0,30,7,0,1,0,156,30,18,62.5,Matches
2235,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36-273,1984,15.0,2,0,0,0,2,0,0,0,0,0,0,0,99,0,0,,Matches
2236,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,22-011,1999,5.0,0,0,0,5,2,0,2,17,10,0,0,0,40,12,10,54.5,Matches
2237,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23-341,1997,16.2,3,0,0,44,42,10,37,7,10,2,0,0,83,38,53,41.8,Matches
2238,Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,30-029,1991,20.8,5,0,0,16,29,6,81,17,12,0,1,0,120,18,34,34.6,Matches
2239,Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,19-063,2002,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,1,1,50.0,Matches
2240,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,25-107,1996,25.9,3,0,0,41,42,0,7,57,42,0,0,0,348,42,53,44.2,Matches
2241,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,25-173,1995,21.9,4,0,0,34,36,16,9,12,17,1,0,0,98,61,103,37.2,Matches
2242,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,24-233,1996,25.0,2,0,0,22,40,3,61,29,32,0,0,0,169,35,36,49.3,Matches
2243,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,35-036,1986,11.3,4,1,0,14,21,0,31,8,9,0,0,0,68,3,17,15.0,Matches
2244,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,24-043,1997,13.2,6,0,0,33,16,0,1,11,16,0,1,0,131,24,35,40.7,Matches
2245,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,25-055,1996,6.6,2,0,0,10,6,2,1,6,2,0,0,0,23,12,24,33.3,Matches
2246,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,25-055,1996,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3,Matches
