,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
418,Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,Rennes,fr Ligue 1,18-169,2002,24.2,1754,28,328,1210,392,32,1731,45,64,70.3,45,2,1269,7170,4234,159,62,8,41,34,1481,1347,91.0,86,Matches
419,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,27-332,1993,8.3,618,11,112,328,236,17,568,24,46,52.2,27,3,450,2337,1223,62,30,0,12,17,486,440,90.5,48,Matches
420,Emre Can\Emre-Can,de GER,DFMF,Dortmund,de Bundesliga,27-106,1994,21.7,1922,155,742,1123,218,29,1861,35,42,83.3,36,2,1430,8129,4654,143,45,3,11,18,1466,1411,96.2,27,Matches
421,Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,es La Liga,30-071,1991,24.7,1765,15,194,1011,708,65,1654,30,41,73.2,31,2,1367,8241,4373,195,77,10,36,30,1613,1417,87.8,116,Matches
422,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,eng Premier League,26-336,1994,22.6,2107,70,425,1087,728,72,1903,45,78,57.7,48,7,1421,6843,3923,202,63,18,20,27,1541,1474,95.7,79,Matches
423,Antonio Candreva\Antonio-Candreva,it ITA,MF,Sampdoria,it Serie A,34-059,1987,23.9,1578,43,269,723,731,57,1390,28,52,53.8,30,3,1072,7214,4002,190,72,12,34,19,1332,1088,81.7,104,Matches
424,Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,29-079,1992,23.7,1447,70,394,748,414,33,1148,26,55,47.3,27,2,762,4858,3165,150,51,7,19,20,856,741,86.6,51,Matches
425,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFFW,Angers,fr Ligue 1,34-013,1987,18.9,1159,52,271,643,316,34,1110,22,42,52.4,25,0,736,3364,1476,61,25,1,34,35,912,757,83.0,74,Matches
426,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Villarreal,es La Liga,32-291,1988,9.9,639,32,168,439,60,3,631,10,15,66.7,11,1,427,1731,676,25,4,0,6,6,507,484,95.5,2,Matches
427,Gianluca Caprari\Gianluca-Caprari,it ITA,MFFW,Benevento,it Serie A,27-272,1993,18.9,912,11,133,429,437,73,809,42,88,47.7,46,5,689,4256,2187,103,29,17,40,51,843,601,71.3,123,Matches
428,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,it Serie A,33-265,1987,18.1,535,4,34,252,265,115,486,5,9,55.6,5,1,329,1014,449,28,7,12,36,12,761,423,55.6,164,Matches
429,Maxence Caqueret\Maxence-Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21-072,2000,17.1,1136,22,188,681,336,29,1122,28,42,66.7,31,3,773,3689,1788,83,23,4,22,35,879,804,91.5,54,Matches
430,Andrea Carboni\Andrea-Carboni,it ITA,DF,Cagliari,it Serie A,20-083,2001,8.1,475,55,206,251,42,6,439,3,6,50.0,4,2,254,1540,954,36,8,1,1,0,311,301,96.8,3,Matches
431,Isaac Carcelen\Isaac-Carcelen,es ESP,DF,Cádiz,es La Liga,28-005,1993,24.7,1255,126,460,563,275,10,1006,26,34,76.5,28,3,540,2326,1271,54,17,4,7,20,540,477,88.3,24,Matches
432,Cárdenas\Cardenas,es ESP,GK,Levante,es La Liga,24-031,1997,4.0,150,124,148,2,0,0,103,0,0,,0,0,63,267,142,0,0,0,0,0,53,53,100.0,0,Matches
433,Irvin Cardona\Irvin-Cardona,fr FRA,FWMF,Brest,fr Ligue 1,23-263,1997,21.6,708,30,81,273,392,119,662,11,28,39.3,13,0,414,2140,1217,69,13,18,69,23,888,518,58.3,194,Matches
434,Marc Cardona\Marc-Cardona,es ESP,FWMF,Osasuna,es La Liga,25-294,1995,0.6,32,2,7,16,9,3,31,1,1,100.0,1,0,19,72,29,1,0,1,0,0,42,22,52.4,5,Matches
435,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,eng Premier League,21-078,2000,3.3,155,3,28,48,95,18,154,9,16,56.3,9,3,129,868,577,27,4,5,9,15,174,113,64.9,29,Matches
436,Diego Carlos\Diego-Carlos,br BRA,DF,Sevilla,es La Liga,28-044,1993,27.5,1904,318,1079,845,41,21,1862,10,10,100.0,10,0,1336,4954,2025,26,3,0,4,1,1432,1412,98.6,4,Matches
437,Juan Carlos\Juan-Carlos,es ESP,MFFW,Huesca,es La Liga,30-044,1991,3.2,156,0,18,89,73,15,156,5,6,83.3,6,1,121,1074,548,22,13,3,9,18,134,112,83.6,23,Matches
438,Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,30-016,1991,13.6,968,51,330,507,198,8,824,5,12,41.7,5,0,542,3098,1791,64,22,2,10,8,578,540,93.4,23,Matches
439,Yannick Carrasco\Yannick-Carrasco,be BEL,DFMF,Atlético Madrid,es La Liga,27-236,1993,19.2,1120,22,161,457,591,101,1004,46,83,55.4,51,7,815,4765,3021,182,48,35,37,42,960,746,77.7,115,Matches
440,Sergio Carreira\Sergio-Carreira,es ESP,DF,Celta Vigo,es La Liga,20-197,2000,2.9,144,9,53,70,34,3,121,1,2,50.0,1,0,69,393,205,11,6,0,2,0,97,84,86.6,5,Matches
441,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Elche,es La Liga,29-338,1991,9.5,378,13,24,252,127,31,373,5,12,41.7,5,0,200,870,310,16,11,0,26,10,493,293,59.4,38,Matches
442,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,32-112,1989,4.3,192,11,16,98,79,25,188,2,6,33.3,4,0,76,271,129,3,1,1,12,6,244,134,54.9,33,Matches
443,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,29-107,1992,10.6,940,46,290,430,278,22,821,10,16,62.5,10,0,556,2483,1444,60,24,5,12,6,649,609,93.8,35,Matches
444,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,29-021,1992,12.4,1011,29,182,732,149,12,992,15,16,93.8,16,1,706,2697,1344,55,11,0,7,21,847,806,95.2,24,Matches
445,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,29-064,1992,27.5,1985,133,658,1119,311,44,1945,13,19,68.4,14,2,1135,4826,2578,83,27,3,17,21,1442,1316,91.3,58,Matches
446,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,eng Premier League,23-264,1997,23.9,1478,129,514,708,340,27,1254,9,15,60.0,9,0,743,4239,2028,78,31,7,14,11,784,740,94.4,26,Matches
447,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,eng Premier League,34-208,1986,1.0,34,31,34,0,0,0,24,0,0,,0,0,19,67,28,0,0,0,0,0,13,13,100.0,0,Matches
448,Giuseppe Caso\Giuseppe-Caso,it ITA,MF,Genoa,it Serie A,22-140,1998,0.1,5,1,3,1,1,0,5,1,1,100.0,1,0,4,28,17,0,0,0,0,1,6,2,33.3,0,Matches
449,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,23-071,1998,19.1,1300,53,437,836,121,3,1265,21,22,95.5,21,1,953,4621,2116,66,15,0,14,15,974,929,95.4,15,Matches
450,Francesco Cassata\Francesco-Cassata,it ITA,DF,Genoa,it Serie A,23-286,1997,1.4,70,6,26,32,15,0,58,1,4,25.0,2,1,41,200,125,7,2,0,0,4,42,37,88.1,1,Matches
451,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,eng Premier League,25-144,1995,21.1,1389,60,406,652,393,34,1231,11,26,42.3,11,0,814,3425,1806,95,22,1,22,12,989,874,88.4,52,Matches
452,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,28-307,1992,30.0,1220,1003,1212,10,0,0,986,1,1,100.0,1,0,707,3293,1544,0,0,0,0,0,676,675,99.9,0,Matches
453,Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26-092,1995,19.5,942,110,503,444,30,13,889,5,5,100.0,5,0,490,2138,1099,28,3,0,2,1,491,474,96.5,2,Matches
454,Samu Castillejo\Samu-Castillejo,es ESP,FW,Milan,it Serie A,26-100,1995,11.6,560,12,82,269,259,34,537,19,34,55.9,22,1,444,2833,1442,67,21,12,17,21,523,394,75.3,44,Matches
455,Gonzalo Castro\Gonzalo-Castro,de GER,MFFW,Stuttgart,de Bundesliga,33-321,1987,18.0,1027,22,144,527,433,46,905,25,37,67.6,26,2,652,3499,2139,110,40,8,30,16,809,668,82.6,92,Matches
456,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,eng Premier League,27-056,1994,5.5,298,15,86,139,92,6,244,4,8,50.0,4,0,170,960,552,27,9,2,4,13,204,165,80.9,11,Matches
457,Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,it Serie A,24-070,1997,23.3,1044,30,160,503,476,60,1019,25,55,45.5,28,4,787,4729,2811,137,54,12,44,62,856,699,81.7,118,Matches
458,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,26-265,1994,4.1,337,14,90,184,83,3,314,4,5,80.0,4,0,220,1269,641,23,5,0,4,0,257,245,95.3,10,Matches
459,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,eng Premier League,27-192,1993,22.6,975,20,121,419,492,78,922,46,77,59.7,48,0,680,4017,1983,107,29,20,75,51,1083,673,62.1,158,Matches
460,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,eng Premier League,34-073,1987,12.8,400,11,34,163,209,68,392,6,13,46.2,7,0,207,728,190,12,3,1,21,6,534,288,53.9,90,Matches
461,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,eng Premier League,24-264,1996,16.1,1293,60,335,774,309,24,1244,25,33,75.8,25,4,920,6177,3399,142,41,2,13,21,974,937,96.2,39,Matches
462,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Hellas Verona,it Serie A,28-352,1992,16.1,940,89,416,498,85,24,892,7,10,70.0,7,0,502,2655,1433,54,16,1,5,4,557,525,94.3,10,Matches
463,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,28-352,1992,3.0,147,24,93,63,1,1,141,0,0,,0,0,86,498,251,4,0,0,1,1,84,82,97.6,1,Matches
464,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,24-070,1997,22.6,1690,60,466,911,413,44,1432,27,44,61.4,29,2,1015,5072,3071,146,32,11,20,17,1101,1028,93.4,59,Matches
465,Bersant Celina\Bersant-Celina,xk KVX,MFFW,Dijon,fr Ligue 1,24-231,1996,24.1,1225,19,180,699,435,32,1102,30,55,54.5,33,2,806,4008,2370,113,44,5,35,33,1074,864,80.4,108,Matches
466,Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,25-102,1996,31.8,2076,131,701,967,554,31,1776,59,111,53.2,66,4,1173,7523,4871,204,68,7,37,42,1208,1058,87.6,57,Matches
467,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,31-260,1989,12.5,762,111,373,373,60,12,730,2,4,50.0,2,0,435,2276,1239,29,4,0,6,1,506,496,98.0,2,Matches
468,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,25-012,1996,3.0,174,9,16,72,94,28,169,4,6,66.7,4,0,93,389,142,11,4,2,18,10,222,123,55.4,51,Matches
469,Sava Cestic\Sava-Cestic,de GER,DF,Köln,de Bundesliga,20-068,2001,10.0,533,80,384,172,6,2,515,5,7,71.4,6,0,292,1429,680,11,1,0,5,3,322,311,96.6,0,Matches
470,Julian Chabot\Julian-Chabot,de GER,DF,Spezia,it Serie A,23-075,1998,16.4,1138,95,558,634,29,15,1080,13,14,92.9,13,0,680,4130,2272,52,7,2,6,3,743,728,98.0,3,Matches
471,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,34-194,1986,14.2,946,64,342,503,181,7,802,10,15,66.7,10,0,534,3260,2038,73,24,3,7,15,590,560,94.9,12,Matches
472,Mehdi Chahiri\Mehdi-Chahiri,ma MAR,FWMF,Strasbourg,fr Ligue 1,24-277,1996,8.9,420,6,52,191,211,35,413,29,46,63.0,30,1,327,1456,786,37,14,6,25,31,422,295,69.9,69,Matches
473,Sofian Chakla\Sofian-Chakla,ma MAR,DF,Villarreal,es La Liga,27-238,1993,0.1,10,1,5,5,1,1,9,0,0,,0,0,4,11,2,0,0,0,0,0,5,5,100.0,1,Matches
474,Sofian Chakla\Sofian-Chakla,ma MAR,DF,Getafe,es La Liga,27-238,1993,9.2,322,52,182,142,12,7,311,0,1,0.0,1,0,110,789,405,12,2,0,0,1,90,84,93.3,1,Matches
475,Aníbal Chalá\Anibal-Chala,ec ECU,DF,Dijon,fr Ligue 1,24-354,1996,7.8,451,31,172,221,90,3,381,11,19,57.9,12,0,260,1589,944,35,11,2,7,1,281,258,91.8,10,Matches
476,Trevoh Chalobah\Trevoh-Chalobah,eng ENG,MFDF,Lorient,fr Ligue 1,21-297,1999,20.9,1256,75,435,762,142,18,1223,28,40,70.0,31,0,834,3443,1936,64,21,2,21,14,843,799,94.8,15,Matches
477,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,26-098,1995,4.9,366,18,127,149,109,11,306,1,5,20.0,1,1,200,794,476,21,8,0,3,3,233,210,90.1,16,Matches
478,Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31-030,1990,2.6,137,8,29,53,62,9,112,1,2,50.0,1,0,56,343,168,12,4,0,3,1,101,74,73.3,10,Matches
479,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,26-302,1994,2.4,106,3,22,40,48,10,104,7,11,63.6,8,2,69,235,132,6,3,0,3,4,106,75,70.8,17,Matches
480,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,MFFW,Brest,fr Ligue 1,32-122,1988,13.6,750,16,77,363,341,60,707,28,38,73.7,29,3,506,1586,664,44,20,5,35,32,764,556,72.8,106,Matches
481,Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26-127,1994,26.2,1795,344,1113,727,67,32,1751,1,1,100.0,1,0,1106,5619,3284,77,15,0,4,2,1208,1190,98.5,4,Matches
482,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30-052,1991,24.3,1064,44,344,586,186,25,1044,14,19,73.7,14,0,623,2715,1151,36,12,0,14,13,745,660,88.6,36,Matches
483,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Dijon,fr Ligue 1,23-263,1997,12.1,712,28,213,462,87,5,701,10,15,66.7,11,0,486,2636,1486,51,7,1,8,14,540,503,93.1,8,Matches
484,Chema\Chema,es ESP,DFMF,Getafe,es La Liga,29-056,1992,4.0,119,16,56,61,3,0,113,0,1,0.0,0,0,38,185,65,3,0,0,0,0,39,36,92.3,0,Matches
485,Rayan Cherki\Rayan-Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,17-254,2003,6.2,352,0,29,164,205,31,344,35,49,71.4,35,1,321,2183,1514,90,24,9,16,13,349,292,83.7,49,Matches
486,Denis Cheryshev\Denis-Cheryshev,ru RUS,MF,Valencia,es La Liga,30-123,1990,11.7,464,14,74,200,226,45,455,8,17,47.1,11,0,279,1503,913,56,21,6,20,14,443,314,70.9,83,Matches
487,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,36-257,1984,12.8,1054,156,500,571,42,9,1017,2,3,66.7,2,0,683,3741,1913,36,10,0,0,4,815,801,98.3,5,Matches
488,Federico Chiesa\Federico-Chiesa,it ITA,DF,Fiorentina,it Serie A,23-185,1997,2.7,158,5,33,57,77,23,138,8,13,61.5,8,0,116,611,416,26,5,9,5,6,119,104,87.4,16,Matches
489,Federico Chiesa\Federico-Chiesa,it ITA,MFDF,Juventus,it Serie A,23-185,1997,21.4,989,21,143,410,527,112,941,33,58,56.9,34,3,741,4600,3000,144,40,41,32,39,894,706,79.0,123,Matches
490,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,eng Premier League,24-128,1996,21.5,1842,50,494,825,653,54,1606,13,25,52.0,15,0,1151,6210,3751,159,58,9,22,24,1374,1234,89.8,75,Matches
491,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Sassuolo,it Serie A,31-165,1989,16.5,1454,200,700,800,67,17,1427,10,14,71.4,11,0,1051,5467,3114,75,21,2,3,8,1123,1097,97.7,4,Matches
492,Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Nantes,fr Ligue 1,23-340,1997,21.3,1181,23,255,789,194,13,1157,4,10,40.0,5,0,739,3516,1770,54,11,0,10,11,880,815,92.6,30,Matches
493,Tahith Chong\Tahith-Chong,nl NED,FWMF,Werder Bremen,de Bundesliga,21-145,1999,4.3,214,5,34,102,99,14,210,11,20,55.0,12,0,172,883,464,16,7,3,12,16,211,136,64.5,25,Matches
494,Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19-216,2001,10.9,395,23,119,210,80,10,380,7,10,70.0,8,3,196,900,465,22,3,1,12,7,270,219,81.1,24,Matches
495,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,23-209,1997,3.4,272,11,70,181,28,1,269,0,1,0.0,0,1,173,763,309,9,1,0,3,2,204,185,90.7,3,Matches
496,Mounir Chouiar\Mounir-Chouiar,fr FRA,FWMF,Dijon,fr Ligue 1,22-095,1999,12.9,661,11,106,350,266,37,618,42,73,57.5,45,4,500,2660,1711,88,19,9,39,47,592,463,78.2,59,Matches
497,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,25-018,1996,13.7,1155,172,659,545,31,6,1133,0,0,,0,0,767,3948,2281,51,9,0,1,3,865,851,98.4,1,Matches
498,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,21-341,1999,14.4,714,11,70,306,411,97,696,49,89,55.1,54,1,591,3844,2659,158,40,35,40,22,713,552,77.4,127,Matches
499,Darko Churlinov\Darko-Churlinov,mk MKD,DFFW,Stuttgart,de Bundesliga,20-291,2000,1.6,101,3,18,46,44,7,100,6,7,85.7,6,1,87,440,253,12,3,3,5,9,90,72,80.0,13,Matches
500,Víctor Chust\Victor-Chust,es ESP,DF,Real Madrid,es La Liga,21-054,2000,1.1,87,15,51,38,1,0,84,0,0,,0,0,47,245,118,6,0,0,0,0,58,57,98.3,0,Matches
501,Sébastien Cibois\Sebastien-Cibois,fr FRA,GK,Brest,fr Ligue 1,23-057,1998,3.0,97,88,94,3,0,0,67,1,2,50.0,1,0,50,225,118,0,0,0,0,0,41,41,100.0,0,Matches
502,Cifu\Cifu,es ESP,DF,Elche,es La Liga,30-205,1990,4.9,261,14,86,131,62,2,217,3,6,50.0,3,0,128,627,314,16,6,0,3,7,150,127,84.7,12,Matches
503,Alberto Cifuentes\Alberto-Cifuentes,es ESP,GK,Cádiz,es La Liga,41-334,1979,2.0,73,54,73,0,0,0,37,0,0,,0,0,22,164,90,0,0,0,0,0,19,19,100.0,0,Matches
504,Luca Cigarini\Luca-Cigarini,it ITA,MF,Crotone,it Serie A,34-312,1986,6.6,540,17,128,329,106,5,491,4,5,80.0,4,0,310,1129,616,14,5,1,6,8,402,380,94.5,9,Matches
505,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,32-006,1989,5.0,160,149,159,1,1,0,105,0,0,,0,0,63,394,286,0,0,0,0,0,52,51,98.1,0,Matches
506,Antonio Cioffi\Antonio-Cioffi,it ITA,FW,Napoli,it Serie A,18-130,2002,0.1,13,0,4,7,3,0,13,0,0,,0,0,8,44,11,1,0,0,0,0,11,9,81.8,3,Matches
507,Tim Civeja\Tim-Civeja,de GER,MFDF,Augsburg,de Bundesliga,19-114,2002,0.4,27,1,10,15,2,0,27,0,0,,0,0,12,47,18,1,0,0,0,0,14,12,85.7,0,Matches
508,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31-214,1989,20.1,949,173,586,336,56,17,927,6,9,66.7,6,0,461,2155,1053,25,3,0,6,1,546,514,94.1,5,Matches
509,Alexis Claude-Maurice\Alexis-Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22-326,1998,18.8,907,19,159,439,406,56,865,38,65,58.5,43,0,713,4131,2308,101,41,9,37,43,844,668,79.1,110,Matches
510,Jonathan Clauss\Jonathan-Clauss,fr FRA,DF,Lens,fr Ligue 1,28-215,1992,24.3,1468,44,283,623,665,61,1168,18,31,58.1,19,1,770,4771,3158,168,55,15,38,21,936,773,82.6,105,Matches
511,Carlos Clerc\Carlos-Clerc,es ESP,DF,Levante,es La Liga,29-066,1992,27.6,1796,84,570,831,520,30,1542,28,47,59.6,31,1,1060,5812,3352,141,59,8,20,19,1160,1050,90.5,78,Matches
512,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30-023,1991,12.7,670,38,235,324,147,7,543,3,5,60.0,3,0,318,1513,776,37,12,0,3,5,365,344,94.2,10,Matches
513,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,28-062,1993,31.7,1747,368,1155,659,14,12,1701,5,7,71.4,5,1,1075,5031,2118,22,1,0,1,3,1232,1218,98.9,2,Matches
514,Marcus Coco\Marcus-Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24-308,1996,15.7,797,16,132,409,314,40,776,27,42,64.3,27,1,541,2549,1232,56,23,2,36,41,763,550,72.1,86,Matches
515,Coke\Coke,es ESP,DF,Levante,es La Liga,34-002,1987,8.1,471,46,199,204,86,8,426,3,7,42.9,3,0,259,1100,554,24,7,1,5,3,310,275,88.7,10,Matches
516,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,32-199,1988,13.2,743,63,264,355,178,23,668,16,27,59.3,16,1,476,2655,1313,55,17,5,9,22,506,441,87.2,35,Matches
517,Ebrima Colley\Ebrima-Colley,gm GAM,FWMF,Hellas Verona,it Serie A,21-086,2000,7.5,369,3,32,178,199,27,365,14,23,60.9,15,2,288,1645,850,42,24,4,27,26,426,284,66.7,65,Matches
518,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,28-186,1992,24.8,1384,225,773,636,48,17,1345,1,2,50.0,1,0,709,4233,2074,49,9,0,3,3,835,806,96.5,4,Matches
519,Simone Colombi\Simone-Colombi,it ITA,GK,Parma,it Serie A,29-301,1991,2.0,54,47,53,1,0,0,39,0,0,,0,0,25,94,48,0,0,0,0,0,25,25,100.0,0,Matches
520,Lorenzo Colombo\Lorenzo-Colombo,it ITA,FW,Milan,it Serie A,19-051,2002,1.0,26,2,5,11,13,5,26,0,1,0.0,0,0,14,89,52,4,1,1,2,3,32,14,43.8,0,Matches
521,Racine Coly\Racine-Coly,sn SEN,DF,Nice,fr Ligue 1,25-141,1995,0.2,21,1,6,16,2,0,17,0,0,,0,0,13,70,60,2,1,0,0,1,14,13,92.9,0,Matches
522,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24-319,1996,17.9,1045,7,92,343,674,127,1034,62,93,66.7,66,2,866,4844,2741,177,32,40,45,48,1083,834,77.0,201,Matches
523,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,36-023,1985,33.3,1705,219,912,846,55,21,1652,3,5,60.0,3,0,929,5290,3066,57,4,0,4,3,1055,1034,98.0,6,Matches
524,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,eng Premier League,21-090,2000,8.3,186,1,12,79,107,35,177,7,9,77.8,7,0,110,622,369,15,7,4,27,13,330,131,39.7,60,Matches
525,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,34-091,1987,32.0,1256,1019,1250,16,1,0,974,0,0,,0,0,665,3643,2374,1,0,0,2,0,659,653,99.1,0,Matches
526,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,27-057,1994,0.3,29,1,7,20,4,0,26,2,2,100.0,2,0,24,116,76,3,1,0,1,1,21,21,100.0,0,Matches
527,Andrea Conti\Andrea-Conti,it ITA,DF,Parma,it Serie A,27-057,1994,8.9,541,27,205,275,93,13,458,2,6,33.3,2,0,284,1362,817,28,13,0,6,7,341,307,90.0,8,Matches
528,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,eng Premier League,29-241,1991,22.3,1728,249,1057,724,46,20,1699,3,3,100.0,3,0,1037,6125,3267,51,8,0,5,6,1131,1115,98.6,1,Matches
529,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Villarreal,es La Liga,29-350,1991,7.1,525,23,128,328,100,13,516,8,9,88.9,8,0,372,1442,700,26,11,0,3,10,405,378,93.3,22,Matches
530,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Nantes,fr Ligue 1,30-178,1990,19.0,1059,51,256,478,371,20,800,13,35,37.1,15,2,519,2551,1458,78,23,7,13,14,604,497,82.3,29,Matches
531,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,38-117,1983,33.0,1412,1233,1402,12,0,0,1027,1,1,100.0,1,0,729,3428,1804,0,0,0,0,0,690,690,100.0,0,Matches
532,Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,24-046,1997,1.1,49,0,12,19,20,2,49,1,3,33.3,1,0,26,94,62,2,1,0,1,0,48,31,64.6,4,Matches
533,Iñigo Córdoba\Inigo-Cordoba,es ESP,MF,Alavés,es La Liga,24-046,1997,2.4,115,3,26,51,47,3,110,3,3,100.0,3,0,62,225,120,6,2,1,8,6,93,69,74.2,8,Matches
534,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Hertha BSC,de Bundesliga,27-352,1993,14.9,477,8,31,228,250,88,446,15,19,78.9,15,0,309,1415,648,32,14,14,42,28,707,347,49.1,114,Matches
535,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Arminia,de Bundesliga,23-262,1997,12.1,431,14,53,222,190,34,425,9,26,34.6,13,0,266,1280,610,27,13,3,28,32,487,283,58.1,85,Matches
536,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,31-307,1989,10.2,418,16,72,266,103,9,413,2,4,50.0,4,0,236,1210,514,25,7,1,7,11,295,250,84.7,17,Matches
537,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Parma,it Serie A,28-043,1993,17.2,647,25,64,341,263,81,615,14,20,70.0,14,0,330,1338,393,27,5,8,52,24,913,496,54.3,152,Matches
538,Maxwel Cornet\Maxwel-Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,24-213,1996,23.2,1727,70,540,836,444,48,1503,16,31,51.6,16,0,986,5032,3087,136,34,12,25,26,1138,1049,92.2,93,Matches
539,Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,26-050,1995,22.5,1060,18,142,467,510,138,1032,42,77,54.5,45,5,811,2799,1506,88,30,19,49,56,1088,766,70.4,204,Matches
540,Joaquín Correa\Joaquin-Correa,ar ARG,FW,Lazio,it Serie A,26-258,1994,19.0,926,11,67,412,525,127,886,31,62,50.0,35,3,710,3617,2151,118,38,14,63,55,1030,745,72.3,212,Matches
