,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
2435,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,1,0,0,23,23,7,8,4,4,0,0,0,52,54,68,44.3,Matches
2436,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,29,1990,28.8,1,0,0,1,1,0,0,0,0,0,1,0,131,0,0,,Matches
2437,Andrea Tabanelli\Andrea-Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,4,0,0,22,24,1,13,11,12,0,1,0,73,15,21,41.7,Matches
2438,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,1,0,0,5,6,0,0,2,1,0,0,0,13,2,7,22.2,Matches
2439,Panagiotis Tachtsidis\Panagiotis-Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,22.3,7,1,1,41,30,0,21,25,44,0,2,0,262,46,19,70.8,Matches
2440,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,4,1,0,29,10,0,2,28,18,0,0,0,299,79,25,76.0,Matches
2441,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,26,1993,9.8,0,1,0,11,19,0,11,5,14,0,0,0,72,4,14,22.2,Matches
2442,Mahdi Talal\Mahdi-Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
2443,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,1,0,0,11,6,0,7,5,7,0,0,0,34,1,6,14.3,Matches
2444,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,0,0,0,5,2,0,0,1,3,0,0,0,26,5,1,83.3,Matches
2445,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,1,0,0,8,4,0,2,9,15,0,0,0,50,19,10,65.5,Matches
2446,Adil Taoui\Adil-Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,Matches
2447,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,2,0,0,13,3,0,0,3,19,0,1,0,152,25,25,50.0,Matches
2448,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,4,0,0,26,17,0,55,21,33,0,0,0,240,32,37,46.4,Matches
2449,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23,1996,10.6,1,0,0,7,7,0,1,1,7,0,1,0,70,17,10,63.0,Matches
2450,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,10,0,0,48,31,3,2,43,51,0,0,0,442,215,60,78.2,Matches
2451,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
2452,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,0,0,0,22,45,8,13,5,7,0,0,0,85,170,142,54.5,Matches
2453,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,3,0,0,17,28,2,66,13,16,0,0,0,198,47,31,60.3,Matches
2454,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,2,0,0,8,6,0,9,11,10,0,0,0,94,10,16,38.5,Matches
2455,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,3,0,0,23,25,0,4,21,18,0,0,0,137,15,11,57.7,Matches
2456,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,3,0,0,4,0,0,0,0,0,0,0,0,9,2,1,66.7,Matches
2457,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,de Bundesliga,28,1991,1.2,0,0,0,2,1,1,0,2,0,0,0,0,3,1,1,50.0,Matches
2458,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,4,0,0,23,18,1,52,15,12,0,0,0,160,19,25,43.2,Matches
2459,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,FWMF,Düsseldorf,de Bundesliga,21,1997,5.0,4,0,0,14,13,3,9,2,6,0,0,0,37,3,10,23.1,Matches
2460,Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0,Matches
2461,Cristian Tello\Cristian-Tello,es ESP,MFFW,Betis,es La Liga,27,1991,8.7,1,0,0,8,4,0,15,5,7,0,0,0,57,3,6,33.3,Matches
2462,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0,Matches
2463,Łukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,1,0,0,11,3,3,1,0,5,0,0,0,18,9,11,45.0,Matches
2464,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,22,1997,7.6,1,0,0,6,5,0,12,2,8,0,0,0,52,8,7,53.3,Matches
2465,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36.0,1,0,0,0,2,0,0,0,0,0,0,0,180,0,0,,Matches
2466,Simon Terodde\Simon-Terodde,de GER,FWMF,Köln,de Bundesliga,31,1988,9.0,4,0,0,25,11,2,3,4,5,0,0,0,41,38,47,44.7,Matches
2467,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,6.9,0,0,0,1,2,0,0,0,0,0,1,0,40,0,0,,Matches
2468,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Lyon,fr Ligue 1,22,1997,13.3,0,0,0,22,17,1,17,12,15,0,0,0,80,21,30,41.2,Matches
2469,Aleksa Terzić\Aleksa-Terzic,rs SRB,DF,Fiorentina,it Serie A,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2470,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,1,0,0,13,19,1,35,15,25,0,1,0,115,8,14,36.4,Matches
2471,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,eng Premier League,33,1986,26.0,5,0,0,21,7,0,1,26,20,0,0,0,327,37,23,61.7,Matches
2472,Florian Thauvin\Florian-Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,,Matches
2473,Demba Thiam\Demba-Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches
2474,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,de Bundesliga,17,2001,0.8,0,0,0,1,0,0,0,0,1,0,0,0,7,1,5,16.7,Matches
2475,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,,Matches
2476,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,de Bundesliga,17,2002,6.2,2,0,0,7,6,2,10,5,7,0,0,0,48,6,7,46.2,Matches
2477,Sada Thioub\Sada-Thioub,sn SEN,MFFW,Angers,fr Ligue 1,24,1995,16.8,3,0,0,24,36,4,41,9,15,0,0,0,121,8,23,25.8,Matches
2478,Jordan Thomas\Jordan-Thomas,eng ENG,FW,Norwich City,eng Premier League,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2479,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,18,2001,3.0,0,0,0,1,3,0,13,1,3,0,0,0,27,3,10,23.1,Matches
2480,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26.0,4,0,0,21,19,1,1,33,23,0,1,0,219,74,51,59.2,Matches
2481,Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23.0,4,0,0,29,38,8,49,7,24,0,0,0,177,12,38,24.0,Matches
2482,Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,de Bundesliga,24,1994,25.1,3,0,0,17,59,7,73,20,27,1,0,1,170,16,51,23.9,Matches
2483,Max Thompson\Max-Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2484,Morten Thorsby\Morten-Thorsby,no NOR,MFDF,Sampdoria,it Serie A,23,1996,20.7,9,1,1,46,7,4,9,6,28,0,1,1,203,92,65,58.6,Matches
2485,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,21,1997,24.5,3,0,0,52,61,20,46,11,18,1,0,0,135,75,50,60.0,Matches
2486,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,1,0,0,11,2,0,1,5,14,0,0,0,58,7,4,63.6,Matches
2487,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,2,0,0,33,49,1,45,18,40,0,0,0,287,29,28,50.9,Matches
2488,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11.0,2,0,0,8,12,0,36,10,11,0,1,0,98,10,10,50.0,Matches
2489,Cheick Timite\Cheick-Timite,ci CIV,MFFW,Amiens,fr Ligue 1,21,1997,1.3,0,0,0,0,2,0,2,0,0,0,0,0,5,3,1,75.0,Matches
2490,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,29,1989,10.5,4,0,0,20,14,0,14,7,6,0,0,0,166,33,26,55.9,Matches
2491,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,8,1,1,26,5,1,5,24,11,0,0,0,193,40,26,60.6,Matches
2492,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,0,0,0,1,0,0,0,1,1,0,0,0,8,1,2,33.3,Matches
2493,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,2,0,0,6,5,1,0,9,10,0,0,0,55,12,2,85.7,Matches
2494,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11.0,0,0,0,7,7,7,10,3,2,0,1,0,34,7,26,21.2,Matches
2495,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6.0,2,0,0,5,4,1,15,0,5,0,0,0,21,8,17,32.0,Matches
2496,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,0,0,0,6,7,0,11,3,8,0,0,0,86,8,8,50.0,Matches
2497,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,24.3,8,0,0,28,19,2,47,17,19,0,0,0,184,9,27,25.0,Matches
2498,Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,28,1990,29.0,11,0,0,36,17,2,10,25,51,1,0,0,304,56,29,65.9,Matches
2499,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,5,0,0,23,24,7,8,6,5,1,0,0,46,25,49,33.8,Matches
2500,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,8,0,0,37,28,0,25,34,28,0,0,0,267,52,50,51.0,Matches
2501,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,5,0,0,13,11,1,0,12,14,0,0,0,165,75,22,77.3,Matches
2502,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,3,0,0,7,6,1,1,15,15,0,0,0,145,40,22,64.5,Matches
2503,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,1987,19.5,5,1,0,25,9,0,10,24,11,0,2,1,149,32,11,74.4,Matches
2504,Sandro Tonali\Sandro-Tonali,it ITA,MF,Brescia,it Serie A,19,2000,33.5,9,0,0,42,60,0,48,32,41,0,1,0,312,12,19,38.7,Matches
2505,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.8,4,0,0,12,8,0,2,4,11,0,0,0,77,15,15,50.0,Matches
2506,Toño\Tono,es ESP,DF,Levante,es La Liga,29,1989,17.7,2,0,0,16,20,5,43,8,13,0,0,0,149,15,18,45.5,Matches
2507,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,2,0,0,6,5,2,2,9,6,0,0,1,85,21,12,63.6,Matches
2508,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,20.5,8,0,0,49,82,16,13,2,8,0,0,0,81,53,96,35.6,Matches
2509,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,7,0,0,24,43,1,5,24,24,0,0,0,215,9,18,33.3,Matches
2510,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,19,2000,25.0,5,0,0,19,39,16,81,12,15,0,0,0,127,39,40,49.4,Matches
2511,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,24,1994,17.7,5,0,0,30,19,1,27,8,31,0,0,0,143,9,28,24.3,Matches
2512,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,6,0,0,29,10,0,2,19,23,0,2,1,328,45,50,47.4,Matches
2513,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,30,1989,30.2,1,0,0,19,32,2,83,22,20,0,1,0,216,20,28,41.7,Matches
2514,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,de Bundesliga,25,1994,3.7,5,1,1,6,7,0,1,5,8,0,0,0,65,18,7,72.0,Matches
2515,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,3,0,0,17,5,0,3,22,17,0,0,0,141,42,19,68.9,Matches
2516,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,0,0,0,4,4,1,1,0,2,0,0,0,9,5,16,23.8,Matches
2517,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,0,0,0,4,4,1,2,0,0,0,0,0,12,7,15,31.8,Matches
2518,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,3,0,0,31,53,0,9,19,28,0,1,0,268,35,35,50.0,Matches
2519,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,2,0,0,18,6,0,50,12,24,0,0,0,174,38,24,61.3,Matches
2520,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,5,0,0,36,18,1,10,17,39,0,0,0,220,41,39,51.3,Matches
2521,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,0,0,0,9,26,1,44,13,20,0,0,0,109,4,12,25.0,Matches
2522,Aleksandar Trajkovski\Aleksandar-Trajkovski,mk MKD,MFDF,Mallorca,es La Liga,26,1992,3.7,0,0,0,5,9,0,8,1,2,1,0,0,38,1,1,50.0,Matches
2523,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,eng Premier League,23,1996,28.9,1,0,0,39,77,5,148,8,23,0,0,0,171,48,51,48.5,Matches
2524,Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
2525,Adama Traoré\Adama-Traore,ml MLI,FWMF,Metz,fr Ligue 1,24,1995,11.2,1,0,0,7,33,0,13,1,3,0,0,0,91,7,22,24.1,Matches
2526,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Lyon,fr Ligue 1,23,1995,13.9,6,0,0,21,19,3,55,19,12,0,0,0,87,15,15,50.0,Matches
2527,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,3,0,0,21,20,0,28,27,29,0,0,0,180,38,30,55.9,Matches
2528,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,7,0,0,43,15,3,48,33,39,0,1,0,248,34,26,56.7,Matches
2529,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'Gladbach,de Bundesliga,31,1988,1.7,0,0,0,2,3,1,2,1,2,0,0,0,8,0,0,,Matches
2530,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,4,0,0,8,5,1,2,17,22,0,1,0,201,45,32,58.4,Matches
2531,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22.0,1,0,0,0,1,0,0,0,0,0,0,0,139,0,0,,Matches
2532,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,6,0,0,24,4,1,15,20,21,0,0,0,158,13,29,31.0,Matches
2533,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2534,Luca Tremolada\Luca-Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2535,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,eng Premier League,24,1994,21.7,4,1,1,35,32,5,41,17,28,1,0,0,94,28,46,37.8,Matches
2536,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,6,0,0,32,31,0,7,6,21,0,0,0,131,15,29,34.1,Matches
2537,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,6,0,0,35,22,1,88,28,44,0,1,0,282,43,35,55.1,Matches
2538,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,0,0,0,2,3,0,2,1,1,0,0,0,6,1,0,100.0,Matches
2539,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22.0,2,0,0,20,13,2,76,12,28,0,1,0,190,21,30,41.2,Matches
2540,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,28.6,5,0,0,18,8,0,1,19,19,0,2,0,204,45,26,63.4,Matches
2541,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,24,1994,22.3,0,0,0,13,11,4,69,10,16,0,0,0,138,2,22,8.3,Matches
2542,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,2,0,0,26,11,2,0,15,30,0,0,0,130,23,17,57.5,Matches
2543,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,0,0,0,3,3,0,1,2,3,0,0,0,26,3,10,23.1,Matches
2544,Georgi Tunjov\Georgi-Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,3.2,0,0,0,8,3,0,3,2,7,0,0,0,23,5,5,50.0,Matches
2545,Stefano Turati\Stefano-Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2.0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,,Matches
2546,Gennaro Tutino\Gennaro-Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,0,0,0,4,11,0,0,2,0,0,0,0,15,10,14,41.7,Matches
2547,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,3,0,0,13,17,0,27,22,17,0,1,0,95,14,12,53.8,Matches
2548,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,26,1992,18.1,2,0,0,13,31,7,11,4,7,0,0,0,65,13,17,43.3,Matches
2549,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,28,1990,10.5,0,0,0,20,3,9,7,1,5,0,0,0,51,59,66,47.2,Matches
2550,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2551,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1.0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2552,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,10.5,6,0,0,20,16,1,0,13,9,0,0,0,116,22,10,68.8,Matches
2553,Enes Ünal\Enes-Unal,tr TUR,FW,Valladolid,es La Liga,22,1997,26.0,4,0,0,41,55,19,9,6,12,3,0,0,129,115,156,42.4,Matches
2554,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,22,1997,9.7,2,0,0,5,16,0,39,6,7,0,0,0,54,5,4,55.6,Matches
2555,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,26.2,8,1,1,27,13,1,1,29,44,0,0,0,353,61,32,65.6,Matches
2556,Mark Uth\Mark-Uth,de GER,MFFW,Köln,de Bundesliga,27,1991,12.9,5,0,0,21,30,3,23,5,18,3,0,0,98,12,27,30.8,Matches
2557,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,27,1991,3.9,0,0,0,8,2,2,5,3,3,0,0,0,14,7,14,33.3,Matches
2558,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,30,1989,32.5,0,0,0,0,3,0,0,0,0,0,0,0,158,0,0,,Matches
2559,Álvaro Vadillo\Alvaro-Vadillo,es ESP,FWMF,Granada,es La Liga,24,1994,13.5,0,0,0,9,20,9,34,8,9,0,0,0,59,6,23,20.7,Matches
2560,William Vainqueur\William-Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,19.1,8,0,0,41,19,1,12,24,45,0,0,0,206,15,15,50.0,Matches
2561,Mirko Valdifiori\Mirko-Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,15.6,5,0,0,15,14,0,23,4,21,0,0,0,156,10,5,66.7,Matches
2562,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,0.8,0,0,0,3,0,0,0,0,1,0,0,0,9,0,1,0.0,Matches
2563,Germán Valera\German-Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2564,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,1.0,0,0,0,3,2,0,0,2,2,0,0,0,14,1,1,50.0,Matches
2565,Borja Valero\Borja-Valero,es ESP,MF,Inter,it Serie A,34,1985,10.3,4,0,0,12,14,1,3,5,9,0,0,0,89,5,11,31.3,Matches
2566,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,8.7,1,0,0,7,8,3,8,11,13,0,0,0,83,21,19,52.5,Matches
2567,Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,35.4,6,0,0,19,9,1,6,19,21,0,0,0,333,52,43,54.7,Matches
2568,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,1.8,1,0,0,2,1,0,0,0,3,0,0,0,18,4,4,50.0,Matches
2569,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22,1997,7.0,1,0,0,6,1,1,0,2,2,0,0,0,41,6,11,35.3,Matches
2570,Manu Vallejo\Manu-Vallejo,es ESP,MFFW,Valencia,es La Liga,22,1997,4.6,0,0,0,6,8,2,3,0,2,0,0,0,21,5,15,25.0,Matches
2571,Luca Valls\Luca-Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,100.0,Matches
2572,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,18.1,1,1,0,13,23,0,13,10,19,0,0,0,179,18,22,45.0,Matches
2573,Mattia Valoti\Mattia-Valoti,it ITA,MFFW,SPAL,it Serie A,25,1993,17.0,7,0,0,38,48,2,17,19,33,1,0,0,118,36,48,42.9,Matches
2574,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,21.2,1,0,0,25,10,0,17,17,19,0,0,0,165,22,15,59.5,Matches
2575,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,31.4,2,0,0,22,12,1,5,14,23,0,0,0,283,74,29,71.8,Matches
2576,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,33.7,2,0,0,19,12,28,35,2,11,1,0,0,91,53,100,34.6,Matches
2577,Matías Vargas\Matias-Vargas,ar ARG,FWMF,Espanyol,es La Liga,22,1997,11.4,1,0,0,9,21,2,29,1,10,0,0,0,85,3,18,14.3,Matches
2578,Ruben Vargas\Ruben-Vargas,ch SUI,FWMF,Augsburg,de Bundesliga,20,1998,28.1,8,0,0,40,38,6,28,29,24,1,0,0,172,20,51,28.2,Matches
2579,Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19,2000,1.7,0,0,0,2,1,0,6,0,0,0,0,0,17,0,2,0.0,Matches
2580,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,31.2,10,0,0,49,24,0,15,29,49,0,0,0,304,24,30,44.4,Matches
2581,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,eng Premier League,18,2001,0.6,0,0,0,0,1,2,0,0,1,0,0,0,3,0,2,0.0,Matches
2582,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,3.6,0,0,0,3,0,0,0,2,1,0,0,0,36,6,4,60.0,Matches
2583,Franco Vázquez\Franco-Vazquez,ar ARG,MFFW,Sevilla,es La Liga,30,1989,12.2,5,0,0,32,39,6,15,6,19,0,0,0,138,30,31,49.2,Matches
2584,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,14.7,6,0,0,22,29,1,21,23,15,0,0,0,138,19,28,40.4,Matches
2585,Lucas Vázquez\Lucas-Vazquez,es ESP,MFFW,Real Madrid,es La Liga,28,1991,9.4,1,0,0,26,12,2,44,8,15,1,0,0,75,4,6,40.0,Matches
2586,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,27,1991,14.2,4,0,0,20,12,3,12,16,17,0,0,0,107,14,19,42.4,Matches
2587,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,23,1995,2.0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,,Matches
