,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
1334,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,32,1987,21.5,5,1,0,52,55,3,26,15,35,1,0,0,180,83,66,55.7,Matches
1335,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Parma,it Serie A,19,2000,32.6,3,0,0,53,38,6,56,21,21,1,0,0,249,12,34,26.1,Matches
1336,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,7,1,1,47,24,1,1,35,39,0,0,0,181,68,35,66.0,Matches
1337,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,6,0,0,26,11,0,16,22,28,0,1,0,261,17,28,37.8,Matches
1338,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,30,1989,15.7,5,0,0,17,32,1,58,9,16,0,0,0,98,30,28,51.7,Matches
1339,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Parma,it Serie A,30,1989,18.5,5,0,0,18,17,1,37,10,20,0,0,0,133,23,16,59.0,Matches
1340,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,4,0,0,20,7,1,19,14,9,1,0,0,84,20,14,58.8,Matches
1341,Dereck Kutesa\Dereck-Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,5.9,0,0,0,5,5,2,8,0,7,0,0,0,36,3,8,27.3,Matches
1342,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,7.5,2,0,0,11,5,4,9,4,9,0,0,0,42,11,21,34.4,Matches
1343,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,4,0,0,20,12,0,23,16,21,0,0,0,95,29,11,72.5,Matches
1344,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,0,0,0,1,3,1,0,0,1,0,0,0,3,5,13,27.8,Matches
1345,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,17,15,3,3,3,0,0,1,0,21,33,17,66.0,Matches
1346,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,1,0,0,42,32,7,33,9,18,1,0,0,137,92,96,48.9,Matches
1347,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,8,0,0,43,45,13,17,10,19,1,0,0,102,22,64,25.6,Matches
1348,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,0,0,0,1,1,0,2,2,2,0,0,0,10,0,1,0.0,Matches
1349,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,3,0,0,3,2,0,1,0,0,0,2,0,149,0,0,,Matches
1350,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,9,1,0,36,7,2,4,17,17,0,0,0,298,60,27,69.0,Matches
1351,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
1352,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,8,1,1,62,19,0,7,23,60,0,0,0,270,21,28,42.9,Matches
1353,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,9,0,0,41,27,0,85,23,36,0,0,0,244,36,34,51.4,Matches
1354,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,0,0,0,8,14,0,14,0,5,0,0,0,15,3,12,20.0,Matches
1355,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,1,0,0,17,18,2,71,17,26,0,0,0,193,19,11,63.3,Matches
1356,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,1,0,0,7,8,1,5,6,12,0,0,0,51,7,11,38.9,Matches
1357,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,3,0,0,30,26,1,10,9,21,1,0,0,92,5,19,20.8,Matches
1358,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,Matches
1359,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,2,0,0,13,17,0,13,9,3,0,0,0,57,4,8,33.3,Matches
1360,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,2,0,0,12,12,1,0,10,10,0,0,0,94,11,6,64.7,Matches
1361,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,0,0,0,5,3,1,14,3,5,0,0,0,44,10,7,58.8,Matches
1362,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,3,0,0,5,6,0,0,1,3,0,0,0,42,8,4,66.7,Matches
1363,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0,0,0,4,1,0,2,0,2,0,0,0,26,2,6,25.0,Matches
1364,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,1,0,0,6,26,4,14,9,9,1,0,0,126,6,14,30.0,Matches
1365,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Lecce,it Serie A,29,1990,19.8,8,1,0,43,58,24,12,1,14,1,0,0,76,52,77,40.3,Matches
1366,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,1,0,0,9,9,0,0,14,8,0,0,0,136,28,14,66.7,Matches
1367,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,11,1,1,43,24,4,3,13,21,0,0,0,287,79,53,59.8,Matches
1368,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,2.8,0,0,0,6,3,1,9,0,1,1,0,0,8,5,8,38.5,Matches
1369,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,2,0,0,2,4,0,0,0,0,0,1,0,157,0,0,,Matches
1370,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,1,0,0,45,32,15,27,15,18,0,0,0,144,41,86,32.3,Matches
1371,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,5,0,0,22,18,2,0,22,10,0,0,0,259,83,38,68.6,Matches
1372,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,13.6,1,0,0,15,13,1,11,3,17,0,0,0,109,15,16,48.4,Matches
1373,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,5.2,3,0,0,13,3,0,12,4,12,0,0,0,61,9,21,30.0,Matches
1374,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,7,0,0,41,22,0,7,14,22,1,0,0,174,26,28,48.1,Matches
1375,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,4,0,0,13,20,0,15,9,23,0,2,0,64,7,13,35.0,Matches
1376,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,20.8,3,0,0,25,31,1,2,31,42,0,0,0,222,23,30,43.4,Matches
1377,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,6.6,3,0,0,12,8,0,11,5,10,0,0,0,58,6,11,35.3,Matches
1378,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,1,0,0,4,1,0,11,0,2,0,0,0,15,2,5,28.6,Matches
1379,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,5.3,0,1,0,3,2,0,3,1,2,0,0,0,39,4,9,30.8,Matches
1380,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23,1996,3.6,2,0,0,7,1,0,11,1,6,0,0,0,29,2,3,40.0,Matches
1381,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36.0,4,0,0,11,15,20,125,12,14,0,1,0,246,18,29,38.3,Matches
1382,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,6,0,0,21,41,7,119,4,13,0,1,0,146,3,18,14.3,Matches
1383,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,25.0,Matches
1384,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,6,0,0,28,22,0,2,14,27,0,3,0,272,91,50,64.5,Matches
1385,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,27.3,3,0,0,38,20,0,10,27,35,0,0,0,256,62,59,51.2,Matches
1386,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12.0,4,0,0,33,34,0,14,5,19,0,0,0,110,7,4,63.6,Matches
1387,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,20,1999,15.6,0,0,0,16,15,6,37,1,4,1,0,0,69,30,33,47.6,Matches
1388,Adrien Lebeau\Adrien-Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1389,Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,2.2,0,0,0,4,2,0,2,2,4,0,0,0,24,5,2,71.4,Matches
1390,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28.0,1,0,0,0,2,0,0,0,0,0,0,0,144,0,0,,Matches
1391,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25.0,5,0,0,38,33,1,32,30,43,0,0,0,213,14,13,51.9,Matches
1392,Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,2,0,0,4,6,0,6,11,4,0,0,0,80,13,9,59.1,Matches
1393,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,19.1,3,0,0,17,18,14,24,10,9,0,0,0,91,31,42,42.5,Matches
1394,Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,3,0,0,16,6,0,1,17,15,0,0,0,145,52,15,77.6,Matches
1395,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,1,0,0,9,11,0,3,5,9,0,0,0,77,5,6,45.5,Matches
1396,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,10,1,1,47,19,0,6,39,41,0,0,0,269,44,26,62.9,Matches
1397,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0,0,0,6,4,0,1,6,6,0,0,0,64,13,4,76.5,Matches
1398,Iñigo Lekue\Inigo-Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,6.9,0,0,0,13,2,1,25,1,15,0,1,0,48,9,10,47.4,Matches
1399,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
1400,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,2,0,0,7,11,0,9,5,9,0,0,0,77,9,8,52.9,Matches
1401,Tim Lemperle\Tim-Lemperle,de GER,FWMF,Köln,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1402,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,11,2,2,32,25,2,0,15,38,0,1,0,256,65,32,67.0,Matches
1403,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,4,0,0,11,7,0,9,8,9,0,0,0,30,3,8,27.3,Matches
1404,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,2,0,0,0,4,0,0,0,0,0,0,0,150,0,0,,Matches
1405,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,2,0,0,34,21,1,61,39,35,0,0,0,236,44,38,53.7,Matches
1406,Donovan Léon\Donovan-Leon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0,0,0,1,2,0,0,0,0,0,1,0,6,0,0,,Matches
1407,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,32,1986,21.1,4,0,0,21,18,10,90,13,15,0,0,0,128,38,46,45.2,Matches
1408,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,30,1989,7.5,2,0,0,12,10,13,5,2,4,0,0,0,25,11,15,42.3,Matches
1409,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,5,0,0,28,23,2,11,8,19,0,0,0,149,33,26,55.9,Matches
1410,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Sampdoria,it Serie A,21,1998,5.7,0,0,0,7,10,0,19,2,9,0,0,0,43,5,11,31.3,Matches
1411,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30.0,13,1,1,42,37,1,3,34,49,0,0,0,452,53,36,59.6,Matches
1412,Karlo Letica\Karlo-Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10.0,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,,Matches
1413,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,5,0,0,32,43,18,27,4,12,1,0,0,105,62,47,56.9,Matches
1414,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,4,0,0,15,23,2,35,20,31,0,0,0,206,12,25,32.4,Matches
1415,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2,0,0,20,11,6,3,2,5,1,0,0,31,20,38,34.5,Matches
1416,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,5,1,1,14,23,1,19,9,9,0,0,1,130,18,14,56.3,Matches
1417,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,3,0,0,15,7,2,50,21,28,0,1,0,170,11,15,42.3,Matches
1418,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,3,0,0,8,28,0,3,19,8,0,0,0,147,35,22,61.4,Matches
1419,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,5,0,0,29,18,0,1,14,27,1,3,0,259,69,39,63.9,Matches
1420,Isaac Lihadji\Isaac-Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17,2002,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3,Matches
1421,Lillo\Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,2,0,0,3,2,1,6,1,2,0,0,0,18,4,1,80.0,Matches
1422,Anderson Lima\Anderson-Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0,0,0,5,4,0,0,1,4,0,0,0,7,0,0,,Matches
1423,Lucas Lima\Lucas-Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3.0,0,0,0,6,6,0,12,0,4,0,0,0,30,2,4,33.3,Matches
1424,Anthony Limbombe\Anthony-Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,1.7,0,0,0,2,2,1,7,1,0,0,0,0,8,0,3,0.0,Matches
1425,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,6,0,0,22,6,0,1,25,16,0,0,1,406,95,49,66.0,Matches
1426,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4,0,0,43,33,0,30,16,32,0,0,0,217,14,23,37.8,Matches
1427,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,10.4,3,0,0,28,11,0,5,6,9,0,0,0,52,1,10,9.1,Matches
1428,Pol Lirola\Pol-Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,4,0,0,16,7,1,67,24,20,0,1,0,228,11,22,33.3,Matches
1429,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,7,1,1,21,17,3,1,19,21,1,2,0,301,63,47,57.3,Matches
1430,Fernando Llorente\Fernando-Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,1,0,0,11,9,3,1,1,1,0,0,0,15,28,23,54.9,Matches
1431,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,15.2,4,0,0,24,13,4,18,6,22,1,0,0,125,15,21,41.7,Matches
1432,Gautier Lloris\Gautier-Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3.0,1,0,0,1,1,0,0,2,4,0,0,1,20,5,4,55.6,Matches
1433,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,,Matches
1434,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,16.6,6,0,0,28,45,0,18,14,33,0,0,0,167,7,24,22.6,Matches
1435,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,1,0,0,11,22,1,3,7,17,0,0,0,147,8,12,40.0,Matches
1436,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0,0,0,7,15,0,1,6,10,0,0,0,68,2,7,22.2,Matches
1437,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,eng Premier League,25,1993,1.0,0,0,0,0,2,0,0,0,1,0,0,0,8,1,2,33.3,Matches
1438,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,1,0,0,7,8,6,4,0,4,0,0,0,20,9,10,47.4,Matches
1439,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,9,0,0,46,58,0,26,16,58,0,0,1,271,28,33,45.9,Matches
1440,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,6,1,1,42,44,11,80,22,46,0,0,0,225,27,31,46.6,Matches
1441,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,2.3,0,0,0,2,3,0,1,0,0,0,0,0,23,1,4,20.0,Matches
1442,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,0,0,7,0,0,0,3,5,0,0,0,15,1,4,20.0,Matches
1443,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,0,0,9,6,0,0,1,8,0,0,0,64,22,16,57.9,Matches
1444,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,0,0,0,32,25,12,21,2,15,0,0,0,81,114,128,47.1,Matches
1445,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,1,0,0,6,6,0,3,6,3,0,0,0,57,4,3,57.1,Matches
1446,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,2,1,0,17,26,0,20,19,21,0,0,0,170,12,20,37.5,Matches
1447,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,3.4,0,0,0,8,4,0,10,2,5,0,1,0,34,1,3,25.0,Matches
1448,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,1,0,0,0,6,0,0,0,0,0,0,1,133,0,0,,Matches
1449,Rony Lopes\Rony-Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0,0,0,0,1,0,1,1,1,0,0,0,13,0,3,0.0,Matches
1450,Rony Lopes\Rony-Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0,0,0,0,3,1,0,0,1,0,0,0,3,1,4,20.0,Matches
1451,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,31,1988,16.0,0,0,0,9,6,6,18,6,6,0,0,0,65,43,67,39.1,Matches
1452,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,5,1,1,33,25,1,5,23,30,0,0,0,342,68,53,56.2,Matches
1453,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,5,1,1,1,5,0,0,0,2,0,0,0,210,0,0,,Matches
1454,Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17,2002,1.0,0,0,0,1,0,0,2,0,3,0,1,0,6,1,0,100.0,Matches
1455,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,5,1,1,28,23,0,24,11,26,0,0,0,181,31,17,64.6,Matches
1456,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,1,0,0,2,1,0,0,1,1,0,0,0,25,4,2,66.7,Matches
1457,Maxime Lopez\Maxime-Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,2,0,0,9,5,1,18,7,10,0,0,0,80,2,13,13.3,Matches
1458,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,24,1994,32.0,3,0,0,1,2,0,0,0,0,0,0,0,162,0,0,,Matches
1459,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.6,0,0,0,0,0,0,1,0,2,0,0,0,8,3,3,50.0,Matches
1460,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,6,0,0,37,17,1,42,13,27,0,0,0,212,24,24,50.0,Matches
1461,Losada\Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
1462,Albert Lottin\Albert-Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,100.0,Matches
1463,Imran Louza\Imran-Louza,fr FRA,MFFW,Nantes,fr Ligue 1,20,1999,22.3,4,0,0,46,33,0,23,13,45,0,1,0,191,22,53,29.3,Matches
1464,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
1465,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,1,0,0,4,8,0,0,8,9,0,0,0,107,39,21,65.0,Matches
1466,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,7.5,0,0,0,11,13,2,7,2,10,0,0,0,53,14,20,41.2,Matches
1467,Eduard Löwen\Eduard-Lowen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,0,0,4,2,0,2,7,6,0,0,0,35,5,2,71.4,Matches
1468,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,2,0,0,14,11,0,28,16,24,0,1,0,135,24,14,63.2,Matches
1469,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,3,0,0,22,36,6,34,3,7,0,0,0,60,10,16,38.5,Matches
1470,Pol Lozano\Pol-Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,1.9,0,1,0,7,0,0,0,0,4,0,0,0,25,2,0,100.0,Matches
1471,Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,0,0,0,1,1,0,0,1,3,0,0,0,10,2,4,33.3,Matches
1472,Lucas\Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,1,0,0,1,2,0,0,1,0,0,0,0,7,0,0,,Matches
1473,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,3,0,0,7,5,0,3,4,9,0,0,0,25,1,7,12.5,Matches
1474,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,8,1,0,20,15,0,3,30,29,0,2,1,270,63,48,56.8,Matches
1475,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,22.1,5,0,0,16,29,2,70,10,24,1,0,0,147,19,32,37.3,Matches
1476,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,32,1987,28.0,3,0,0,17,15,15,72,11,7,0,0,0,134,16,22,42.1,Matches
1477,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,5,0,0,48,19,1,7,33,51,0,1,0,339,83,39,68.0,Matches
1478,José Luis Rodríguez\Jose-Luis-Rodriguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1479,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,5,2,0,30,14,1,5,19,20,0,3,0,210,58,34,63.0,Matches
1480,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,8,0,0,51,36,0,17,21,33,0,1,0,320,32,33,49.2,Matches
1481,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,2,0,0,6,1,1,15,0,3,0,0,0,28,2,1,66.7,Matches
1482,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,2,0,0,47,20,23,31,2,4,0,0,0,106,83,73,53.2,Matches
1483,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,22.6,2,0,0,26,27,10,44,8,22,0,0,0,137,20,35,36.4,Matches
1484,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,22,1996,20.7,5,1,0,43,21,2,12,17,31,0,1,0,171,19,44,30.2,Matches
1485,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,6,0,0,28,11,7,61,12,24,0,0,0,162,16,11,59.3,Matches
1486,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,5,0,0,28,12,7,33,18,33,0,0,0,235,26,35,42.6,Matches
